organizator;inn_organizatora;inn_primechanie;predmet;summa;data_publikacii;data_konca_priema;status;tip_procedury;sekciya;reestrovyy_nomer;okpd2;ssylka;zapros;centrobezhnyy_predmet;centro_priznak;centro_shum
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;Поставка СЗЧ для ступеней сжатия воздуходувки пневмообмыва ледокола «Диксон» Архангельского филиала ФГУП «Росморпорт»;НМЦ не установлена;2020-08-17;2020-08-26;Архив;Ценовой запрос;market/rosmorport_kim;89597;28.15.10.122,28.11.42.000;https://www.tektorg.ru/market/procedures/471779;воздуходувка;да;воздуходувка;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;Услуги по выполнению ремонта ступеней сжатия воздуходувки пневмообмыва Эрценер Машиненфабрик ледокола «Диксон» Архангельского филиала ФГУП «Росморпорт»;НМЦ не установлена;2020-07-31;2020-08-05;Отменён;Ценовой запрос;market/rosmorport_kim;86193;33.12.19.000;https://www.tektorg.ru/market/procedures/459978;воздуходувка;да;воздуходувка;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;"Услуги по диагностике ступеней сжатия воздуходувки пневмообмыва ледокола ""Диксон"" Архангельского филиала ФГУП ""Росморпорт""";НМЦ не установлена;2020-03-16;2020-03-18;Отменён;Ценовой запрос;market/rosmorport_kim;57918;30.11.91.000;https://www.tektorg.ru/market/procedures/359250;воздуходувка;да;воздуходувка;
"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОСМОРПОРТ""";7702352454;;Поставка СЗЧ для ступени сжатия воздуходувки пневмообмыва ледокола «Диксон» Архангельского филиала ФГУП «Росморпорт»;НМЦ не установлена;2020-01-28;2020-01-31;Отменён;Ценовой запрос;market/rosmorport_kim;46944;28.15.10.122,28.11.42.000;https://www.tektorg.ru/market/procedures/321008;воздуходувка;да;воздуходувка;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";;нет в словаре площадки;"Поставка воздуходувки для Уфимской ТЭЦ-2 филиала ООО ""БГК""";873445.83 ₽;2019-12-12;2019-12-27;Архив;Запрос котировок;interrao;ИР912103;28.13.32.120;https://www.tektorg.ru/inter_rao/procedures/297827;воздуходувка;да;воздуходувка;
"Публичное акционерное общество """"СЛАВНЕФТЬ-ЯРОСЛАВНЕФТЕОРГСИНТЕЗ""""";;нет в словаре площадки;Поставка воздуходувок для установки ЛГ-35/11 ПАО «Славнефть-ЯНОС»;НМЦ не установлена;2019-04-02;2019-04-23;Отменён;Запрос предложений;zakupki;ЗП904018;28.13.28.000;https://www.tektorg.ru/223-fz/procedures/166316;воздуходувка;да;воздуходувка;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";;нет в словаре площадки;1637/ОЗК-ТГК Турбовоздуходувка для нужд АО ТГК-11;934000 ₽;2019-01-31;2019-02-07;Архив;Запрос котировок;interrao;ИР901796;28.11.33.000;https://www.tektorg.ru/inter_rao/procedures/143480;воздуходувка+турбовоздуходувка;да;"турбовоздуходувка; воздуходувка";
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮНИПРО""";8602067092;;Выполнение работ по очистке промасленного фундамента с нанесением защитного покрытия турбоагрегата энергоблока ст. №2,3 для филиала «Сургутская ГРЭС-2» ПАО «ЮНИПРО» в 2027г.;НМЦ не установлена;2026-07-10;2026-07-31;Приём заявок;Запрос предложений;zakupki/unipro;ЗП607886;;https://www.tektorg.ru/223-fz/procedures/19439543;турбоагрегат;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";;нет в словаре площадки;225321/ОКП Поставка модернизированного облопаченного ротора турбоагрегата ПТ-30-90/10 для Уфимской ТЭЦ-3 филиал ООО «БГК»,;405726461.3 ₽;2026-07-01;2026-08-03;Приём заявок;Конкурентные переговоры;interrao;ИР607030;28.11.31.000;https://www.tektorg.ru/inter_rao/procedures/19355785;турбоагрегат;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";;нет в словаре площадки;225458 Ремонт турбоагрегатов ст. №№ 1,2,3  для  Харанорской ГРЭС;75218166.76 ₽;2026-07-23;2026-08-04;Приём заявок;Запрос предложений;interrao;ИР607290;33.12.29.900;https://www.tektorg.ru/inter_rao/procedures/19463095;турбоагрегат;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";;нет в словаре площадки;"225558/ОК Комплекты рабочих лопаток РВД турбоагрегата Р-60-130-1 ст.№13 ТЦ СП ""ТЭЦ-3"" для АО ""ТГК-11""";23277650 ₽;2026-07-24;2026-08-10;Приём заявок;Конкурс;interrao;ИР607317;28.11.31.000;https://www.tektorg.ru/inter_rao/procedures/19467252;турбоагрегат;нет;;
"Публичное акционерное общество ""Форвард Энерго""";;нет в словаре площадки;Техническое перевооружение роторов высокого давления турбоагрегатов Т-100-130 Тюменской ТЭЦ-1 в 2026-2027 г.г.;30972002 ₽;2026-06-30;2026-07-16;Работа комиссии;Запрос предложений;zakupki;ЗП6062995;33.11.19.000;https://www.tektorg.ru/223-fz/procedures/19353420;турбоагрегат;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";;нет в словаре площадки;224996 Запасные части для ремонта системы автоматического регулирования (САР) турбоагрегатов тип Т-82/100-90/2,5 ст. №7, К-100-90 ст. № 6 филиала «ЮГРЭС-1» для нужд ООО «Каширская ГРЭС»;536367.34 ₽;2026-05-13;2026-05-29;Архив;Конкурс;interrao;ИР605180;28.11.33.000;https://www.tektorg.ru/inter_rao/procedures/19006125;турбоагрегат;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮНИПРО""";8602067092;;"Проведение виброналадочных работ на турбоагрегате №2 для нужд филиала ""Яйвинская ГРЭС"" ПАО ""Юнипро""";НМЦ не установлена;2026-05-12;2026-05-27;Архив;Запрос котировок;zakupki/unipro;ЗП605649;71.20;https://www.tektorg.ru/223-fz/procedures/18999962;турбоагрегат;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НОРИЛЬСКО-ТАЙМЫРСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";2457058356;;Оказание услуг по техническому обслуживанию систем электрогидравлического регулирования типа ЭГСР производства ТОО «КТМЗ», установленных на турбоагрегатах типа Р-25-2,9/1,2 ст. № 1, ТА-30-АО ст. № 2, 3, 4, 20, Р-70-90/1,7 ст. № 11, Т-75-90 ст. № 12 ТЭЦ-1 АО «НТЭК», лот 55/26;20418479 ₽;2026-04-07;2026-05-22;Отменён;Запрос предложений;zakupki/nornikel;ЗП604602;33.12.12.000;https://www.tektorg.ru/223-fz/procedures/18698051;турбоагрегат;нет;;
"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СИЛОВЫЕ МАШИНЫ - ЗТЛ, ЛМЗ, ЭЛЕКТРОСИЛА, ЭНЕРГОМАШЭКСПОРТ""";7702080289;;Комплект КИПиА для турбоагрегата Сургутской ГРЭС-2;НМЦ не установлена;2026-05-08;2026-05-20;Работа комиссии;Запрос предложений;zakupki/silovyi_machine;ЗП605551;26.51;https://www.tektorg.ru/223-fz/procedures/18995381;турбоагрегат;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮНИПРО""";8602067092;;"Проведение работ по калибровке аналоговых измерительных каналов турбоагрегата энергоблока ст.№7 ПГУ-40 для нужд филиала ""Шатурская ГРЭС"" ПАО ""Юнипро"".";НМЦ не установлена;2026-04-06;2026-04-14;Архив;Запрос котировок;zakupki/unipro;ЗП604518;;https://www.tektorg.ru/223-fz/procedures/18696549;турбоагрегат;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";;нет в словаре площадки;"223764_ОЗП_Обследование опорно-подвесной системы  трубопроводов пара  с выдачей рекомендация  по повышению надежности трубопроводов турбоагрегата ПТ - 60 - 130/13 ст. № 12 для нужд АО ""ТГК-11""";1180172.17 ₽;2026-02-20;2026-03-05;Архив;Запрос предложений;interrao;ИР6021098;71.20.13.110;https://www.tektorg.ru/inter_rao/procedures/17934331;турбоагрегат;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";;нет в словаре площадки;"222803._Запчасти, инструменты и приспособления для ремонта арматуры турбоагрегата тип Т-82/100-90/2,5 ст. № 8 филиала ""ЮГРЭС-1"" ООО ""Каширская ГРЭС""";160056 ₽;2026-01-27;2026-03-04;Архив;Конкурс;interrao;ИР6011283;28.11.31.000;https://www.tektorg.ru/inter_rao/procedures/17870599;турбоагрегат;нет;;
"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭЛ5-ЭНЕРГО""";6671156423;;Проектирование, поставка и монтаж (под ключ) системы шариковой очистки для турбоагрегата ст. №6 филиала «Конаковская ГРЭС» ПАО «ЭЛ5-Энерго»;77000000 ₽;2026-02-09;2026-02-24;Архив;Запрос предложений;zakupki;ЗП602796;33.20.70.000,28.29.12.111;https://www.tektorg.ru/223-fz/procedures/17900277;турбоагрегат;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";;нет в словаре площадки;222428 Реконструкция пикового бойлера турбоагрегата № 5   СП ГРЭС-2 АО «Томская генерация»;12388442 ₽;2026-02-03;2026-02-24;Архив;Конкурентные переговоры;interrao;ИР602257;33.20.39.900;https://www.tektorg.ru/inter_rao/procedures/17887517;турбоагрегат;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";;нет в словаре площадки;221693 Ремонт турбоагрегатов для Приуфимской ТЭЦ ООО «БГК»;41059762.46 ₽;2025-12-29;2026-02-24;Архив;Конкурс;interrao;ИР512749;33.11.11.000;https://www.tektorg.ru/inter_rao/procedures/17295537;турбоагрегат;нет;;
"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-ЦЕНТР УПРАВЛЕНИЯ ЗАКУПКАМИ""";;нет в словаре площадки;223478 Паспортизация тепловой изоляции котлоагрегатов ст. №8, 10, 11, 12, турбоагрегатов ст. № 3,10, 12 для нужд АО «ТГК-11»;2438301.87 ₽;2026-02-10;2026-02-19;Архив;Запрос предложений;interrao;ИР602637;71.20.19.140;https://www.tektorg.ru/inter_rao/procedures/17903287;турбоагрегат;нет;;
