nomer_stroki;model;strana;zakazchik_i_obekt;zakazchik;god_postavki;hvost_stroki;istochnik;data_sbora
1949;К-525;Украина;МЗ им.Дзержинского МЗ им.Дзержинского;МЗ им.Дзержинского;1991;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1950;К-525;Белоруссия;Минский подшипниковый завод Минский подшипниковый завод;Минский подшипниковый завод;1991;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1951;К-525;Таджикистан;Таджикский алюминиевый завод Таджикский алюминиевый завод;Таджикский алюминиевый завод;1991;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1952;К-525;Россия;Тихвинский глинозем.завод Тихвинский глиноземный завод;Тихвинский глинозем.завод Тихвинский глиноземный завод;1991;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1953;К-525;Россия;Челябинск Челябинский МК;Челябинск Челябинский МК;1991;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1954;К-525;Россия;Электросталь Электросталь;Электросталь;1991;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1955;Н-1000-32-1;Россия;Норильский ГМК Норильский ГМК;Норильский ГМК;1991;4 1025 1 0,33 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1956;Н-1000-32-1;Россия;Норильский ГМК Норильский ГМК;Норильский ГМК;1991;4 1025 1 0,33 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1957;К-390-112-1;Россия;Оскольский эл.мет.комбинат Оскольский электрометаллургический комбинат;Оскольский эл.мет.комбинат Оскольский электрометаллургический комбинат;1991;5 370 4 3,24 0,10 Электродвигатель Металлургия азот/воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1958;К-525;Украина;Артемуголь Артемуголь;Артемуголь;1991;3,15 525 3 0,88 0,10 Электродвигатель Общего назначения Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1959;К-525;Украина;Дзержинскуголь Дзержинскуголь;Дзержинскуголь;1991;3,15 525 3 0,88 0,10 Электродвигатель Общего назначения Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1960;К-525;Украина;Орджоникидзеуголь Орджоникидзеуголь;Орджоникидзеуголь;1991;3,15 525 3 0,88 0,10 Электродвигатель Общего назначения Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1961;К-525;Россия;Куйбышевазот Куйбышевазот;Куйбышевазот;1991;3,15 525 3 0,88 0,10 Электродвигатель Химическая Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1962;К-525;Узбекистан;Навоийский цементный завод Навоийский цементный завод;Навоийский цементный завод;1991;3,15 525 3 0,88 0,10 Электродвигатель Химическая Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1963;К-525;Казахстан;Новоджамбульский фосфорный завод Новоджамбульский фосфорный завод;Новоджамбульский фосфорный завод;1991;3,15 525 3 0,88 0,10 Электродвигатель Химическая Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1964;К-525;Россия;Химпром Химпром;Химпром;1991;3,15 525 3 0,88 0,10 Электродвигатель Химическая Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1965;К-525;Россия;Новосибирская ТЭЦ Новосибирская ТЭЦ;Новосибирская ТЭЦ;1991;3,15 525 3 0,88 0,10 Электродвигатель Энергетика воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1966;К-525;Россия;Пермский ГПЗ Пермский ГПЗ;Пермский ГПЗ;1991;3,15 525 3 0,88 0,10 Электродвигатель Газовая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1967;Н-13000-11-1;Россия;Западно-Сибирский МК Западно-Сибирский МК;Западно-Сибирский МК;1991;5 13000 1 0,10 0,09 Электродвигатель Металлургия агломерационный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1968;Н-13000-11-1;Россия;Западно-Сибирский МК Западно-Сибирский МК;Западно-Сибирский МК;1991;5 13000 1 0,10 0,09 Электродвигатель Металлургия агломерационный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1969;К-890-122-1;Россия;Губкинский ГПЗ Губкинский ГПЗ;Губкинский ГПЗ;1991;до 16 760-820 2 3,63 0,16 Электродвигатель Нефтяная попутный нефтяной газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1970;К-890-122-1;Россия;Красноленинский ГПЗ Красноленинский ГПЗ;Красноленинский ГПЗ;1991;до 16 760-820 2 3,63 0,16 Электродвигатель Нефтяная попутный нефтяной газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1971;К-890-122-1;Россия;Нижневартовский ГБЗ Нижневартовский ГБЗ;Нижневартовский ГБЗ;1991;до 16 760-820 2 3,63 0,16 Электродвигатель Нефтяная попутный нефтяной газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1972;К-890-122-1 РК;Россия;Сибнефтегазпереработка Сибнефтегазпереработка;Сибнефтегазпереработка;1991;до 16 760-820 2 3,63 0,16 Электродвигатель Нефтяная попутный нефтяной газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1973;К-905-62-1;Россия;Азот Азот;Азот;1991;6,3 950 3 0,74 0,10 Электродвигатель Химическая Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1974;К-1700-61-1;Украина;МЗ им.Дзержинского МЗ им.Дзержинского;МЗ им.Дзержинского;1991;10 1700 3 0,74 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1975;К-1700-61-1;Россия;Норильский ГМК Норильский ГМК;Норильский ГМК;1991;10 1700 3 0,74 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1976;К-1700-61-1;Россия;Печенганикель Печенганикель;Печенганикель;1991;10 1700 3 0,74 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1977;Н-1000-32-1;Россия;Биохимик Биохимик;Биохимик;1991;4 1025 1 0,33 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1978;Н-1000-32-1;Белоруссия;Дрогичинский био-хим. завод Дрогичинский био-химический завод;Дрогичинский био-хим. завод Дрогичинский био-химический завод;1991;4 1025 1 0,33 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1979;Н-12000-11-1;Украина;Никопольский завод ферросплавов Никопольский завод ферросплавов;Никопольский завод ферросплавов;1991;4 12000 1 0,11 0,09 Электродвигатель Химическая агломерационный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1980;К-1700-61-1;Россия;Тулачермет Тулачермет;Тулачермет;1991;10 1700 3 0,74 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1981;К-1700-61-1;Россия;Южуралникель Южуралникель;Южуралникель;1991;10 1700 3 0,74 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1982;Н-235-21-1;Украина;Газпром Газпром;Газпром;1991;10 217,3 1 7,45 5,17 Газовая турбина Газовая природный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1983;Н-340-81-5;Казахстан;Чимкентский НПЗ Чимкентский НПЗ;Чимкентский НПЗ;1991;3,15 300 1 1,30 0,13 Электродвигатель Нефтяная попутный нефтяной газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1984;Н-340-81-5;Казахстан;Чимкентский НПЗ Чимкентский НПЗ;Чимкентский НПЗ;1991;3,15 300 1 1,30 0,13 Электродвигатель Нефтяная попутный нефтяной газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1985;К-1700-61-1;Болгария;1;1;1991;10 1700 3 0,74 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1986;К-1700-61-1;Румыния;2;2;1991;10 1700 3 0,74 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1987;КО-3750;Украина;Запорожсталь МЗ Запорожсталь МЗ;Запорожсталь МЗ;1991;16 3750 1 0,46 0,10 Паровая турбина Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1988;К-3000-63-1;Россия;Череповецкий МК Череповецкий МК;Череповецкий МК;1991;20 3300 3 0,71 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1989;К-5500-41-1М;Казахстан;Карагандинский МЗ Карагандинский МЗ;Карагандинский МЗ;1991;23 5200 2 5,10 0,098 паровая турбина Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1991;18-20.49 3950-4150 2 0,51 0,10 Паровая турбина Металлургия воздух 1991 Н-3500-61-1;Россия;;;1991;Н-3500-61-1 Россия Чусовской МЗ Чусовской МЗ 1;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1992;Металлургия 1992 Н-7700-12-1;Россия;Западно-Сибирский МК Западно-Сибирский МК;Западно-Сибирский МК;1992;2,5 7550 1 0,10 0,09 Электродвигатель Металлургия агломерационный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1993;Н-7700-12-1;Россия;Магнитогорский МК Магнитогорский МК;Магнитогорский МК;1992;2,5 7550 1 0,10 0,09 Электродвигатель Металлургия агломерационный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1994;Н-7700-12-1;Россия;Норильский ГМК Норильский ГМК;Норильский ГМК;1992;2,5 7550 1 0,10 0,09 Электродвигатель Металлургия агломерационный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1995;Н-7700-12-1;Россия;Соколово-Сарбайское ГПО Соколово-Сарбайское ГПО;Соколово-Сарбайское ГПО;1992;2,5 7550 1 0,10 0,09 Электродвигатель Металлургия агломерационный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1996;К-420-91-2;Украина;МЗ им.Ильича МЗ им.Ильича;МЗ им.Ильича;1992;3,15 370 4 1,37 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1997;К-380-61-1;Россия;"Коминефть ""Этан"" Коминефть ""Этан""";"Коминефть ""Этан""";1992;Химическая;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1998;К-525;Россия;Амурсталь МК Амурсталь МК;Амурсталь МК;1992;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
1999;К-390-112-1;Украина;Львовский ХЗ Львовский ХЗ;Львовский ХЗ;1992;5 370 4 3,24 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2000;К-525;Россия;Апатит Апатит;Апатит;1992;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2001;К-420-92-1;Россия;Двигатель Двигатель;Двигатель;1992;3,15 396 4 1,60 0,10 Электродвигатель Общего назначения воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2002;К-525;Россия;Братский алюминиевый завод Братский алюминиевый завод;Братский алюминиевый завод;1992;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2003;К-525;Украина;Криворожский МЗ Криворожский МЗ;Криворожский МЗ;1992;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2004;К-525;Украина;Криворожский МЗ Криворожский МЗ;Криворожский МЗ;1992;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2005;К-525;Украина;Криворожский МЗ Криворожский МЗ;Криворожский МЗ;1992;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2006;К-525;Украина;Криворожский УГОК Криворожский УГОК;Криворожский УГОК;1992;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2007;К-525;Россия;Магнитогорский МК Магнитогорский МК;Магнитогорский МК;1992;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2008;К-525;Россия;Медногорский медносерный завод Медногорский медносерный завод;Медногорский медносерный завод;1992;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2009;К-525;Украина;МЗ им. Петровского МЗ им. Петровского;МЗ им. Петровского;1992;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2010;К-525;Россия;Норильский ГМК Норильский ГМК;Норильский ГМК;1992;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2011;К-525;Россия;Саянский алюминиевый завод Саянский алюминиевый завод;Саянский алюминиевый завод;1992;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2012;К-525;Таджикистан;Таджикский алюминиевый завод Таджикский алюминиевый завод;Таджикский алюминиевый завод;1992;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2013;К-525;Узбекистан;Узбекский завод тугопл. и жаропр. металлов Узбекский завод тугоплавких и жаропрочных металлов;Узбекский завод тугопл. и жаропр. металлов Узбекский завод тугоплавких и жаропрочных металлов;1992;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2014;К-525;Россия;Череповецкий МК Череповецкий МК;Череповецкий МК;1992;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2015;К-525;Россия;Чусовской МЗ Чусовской МЗ;Чусовской МЗ;1992;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2016;К-525;Россия;Электросталь Электросталь;Электросталь;1992;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2017;Н-1000-31-1;Казахстан;Чимкентский свинцово- цинковый комбинат Чимкентский свинцово-цинковый комбинат;Чимкентский свинцово- цинковый комбинат Чимкентский свинцово-цинковый комбинат;1992;3,15 925 1 0,28 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2018;Н-1000-32-1;Россия;Норильский ГМК Норильский ГМК;Норильский ГМК;1992;4 1025 1 0,33 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2019;К-525;Украина;Артемуголь Артемуголь;Артемуголь;1992;3,15 525 3 0,88 0,10 Электродвигатель Общего назначения Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2020;К-525;Украина;Дзержинскуголь Дзержинскуголь;Дзержинскуголь;1992;3,15 525 3 0,88 0,10 Электродвигатель Общего назначения Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2021;К-525;Украина;Азот Азот;Азот;1992;3,15 525 3 0,88 0,10 Электродвигатель Химическая Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2022;К-525;Россия;Минудобрения Минудобрения;Минудобрения;1992;3,15 525 3 0,88 0,10 Электродвигатель Химическая Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2023;К-525;Узбекистан;Навоийский цементный завод Навоийский цементный завод;Навоийский цементный завод;1992;3,15 525 3 0,88 0,10 Электродвигатель Химическая Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2024;К-390-112-1;Россия;Западно-Сибирский МК Западно-Сибирский МК;Западно-Сибирский МК;1992;5 370 4 3,24 0,10 Электродвигатель Металлургия азот/воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2025;Н-10000-11-1;Россия;Магнитогорский МК Магнитогорский МК;Магнитогорский МК;1992;5 9000 1 0,10 0,08 Электродвигатель Металлургия конверторные газы;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2026;К-890-122-1;Россия;Сибнефтегазпереработка Сибнефтегазпереработка;Сибнефтегазпереработка;1992;до 16 760-820 2 3,63 0,16 Электродвигатель Нефтяная попутный нефтяной газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2027;К-890-122-1;Россия;Тарасовский ГПЗ Тарасовский ГПЗ;Тарасовский ГПЗ;1992;до 16 760-820 2 3,63 0,16 Электродвигатель Нефтяная попутный нефтяной газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2028;К-1700-61-1;Россия;Амурсталь МК Амурсталь МК;Амурсталь МК;1992;10 1700 3 0,74 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2029;К-1700-61-1;Россия;Ачинский глиноземный завод Ачинский глиноземный завод;Ачинский глиноземный завод;1992;10 1700 3 0,74 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2030;Н-1000-31-1;Белоруссия;Новополоцкий завод БВК Новополоцкий завод БВК;Новополоцкий завод БВК;1992;3,15 925 1 0,28 0,10 Электродвигатель Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2031;К-1700-61-1;Россия;Магнитогорский МК Магнитогорский МК;Магнитогорский МК;1992;10 1700 3 0,74 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2032;Н-235-21-1 РК;Россия;Тюментрансгаз Тюментрансгаз;Тюментрансгаз;1992;10 217,3 1 7,45 5,17 Газовая турбина Газовая природный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2033;Н-235-24-1;Украина;Газпром Газпром;Газпром;1992;10 324 1 7,45 4,97 Газовая турбина Газовая природный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2034;Н-235-24-1;Россия;Газпром Севергазпром;Газпром Севергазпром;1992;10 324 1 7,45 4,97 Газовая турбина Газовая природный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2035;Н-3300-11-1;Россия;Кингисеппский ферро- сплавный завод Кингисеппский ферро-сплавный завод;Кингисеппский ферро- сплавный завод Кингисеппский ферро-сплавный завод;1992;3.15 3526-3861 1 0.1292-0.1322 0.0932 Электродвигатель Химическая различные газы;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2036;Н-3300-11-1;Россия;Кингисеппский ферро- сплавный завод Кингисеппский ферро-сплавный завод;Кингисеппский ферро- сплавный завод Кингисеппский ферро-сплавный завод;1992;3.15 3526-3861 1 0.1292-0.1322 0.0932 Электродвигатель Химическая различные газы;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2037;Н-3300-11-1;Россия;Южуралникель Южуралникель;Южуралникель;1992;3.15 3526-3861 1 0.1292-0.1322 0.0932 Электродвигатель Химическая различные газы;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2038;К-1700-61-1;Украина;МЗ им.Ильича МЗ им.Ильича;МЗ им.Ильича;1992;10 1700 3 0,74 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2039;К-1700-61-1;Россия;Норильский ГМК Норильский ГМК;Норильский ГМК;1992;10 1700 3 0,74 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2040;К-1700-61-1;Россия;Североникель Североникель;Североникель;1992;10 1700 3 0,74 0,10 Электродвигатель Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2041;К-5500-42-1;Россия;Амурсталь МК Амурсталь МК;Амурсталь МК;1992;18-20.50 3950-4150 2 0,51 0,10 Паровая турбина Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2042;К-5500-42-1;Украина;Макеевский МЗ Макеевский МЗ;Макеевский МЗ;1992;18-20.51 3950-4150 2 0,51 0,10 Паровая турбина Металлургия воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2043;К-1290 РК;Россия;Куйбышевазот Куйбышевазот;Куйбышевазот;1993;15 1210 4 3,53 0,09 Паровая турбина Химическая воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2044;К-160;Россия;Азот Азот;Азот;1993;6,3 163,2 4 4,51 0,78 Электродвигатель Химическая синтезированный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2045;Н-3500;Россия;Чусовской МЗ Чусовской МЗ;Чусовской МЗ;1993;1,3 4000 1 0,09 0,09 Электродвигатель Металлургия агломерационный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2046;К-380 РК;Россия;"Коминефть ""Этан"" Коминефть ""Этан""";"Коминефть ""Этан""";1993;Химическая;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2047;Н-7700;Россия;Норильский ГМК Норильский ГМК;Норильский ГМК;1993;2,5 7550 1 0,10 0,09 Электродвигатель Металлургия агломерационный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2048;Н-7700;Россия;Челябинский МК Челябинский МК;Челябинский МК;1993;2,5 7550 1 0,10 0,09 Электродвигатель Металлургия агломерационный газ;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2049;К-525;Казахстан;Джезказганцветмет Джезказганцветмет;Джезказганцветмет;1993;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
2050;К-525;Россия;Норильский ГМК Норильский ГМК;Норильский ГМК;1993;3,15 525 3 0,88 0,10 Электродвигатель Металлургия Воздух;https://nzl.ru/fileadmin/f/nzl/production/references/type/5_referentsii_kompressory_1947_2019.pdf;2026-07-29
