srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
active;воздуходувка;48-ТУ-48127-2021;21.09.2021;5905018998;"АО ""СИБУР-ХИМПРОМ""";Воздуходувка типа SВ 1100 D 2НТ, поз. 2-ГД-404, зав. № ВN 10103694 003, (АО «Сибур-Химпром», Площадка производства этилбензола, стирола и полистирола, Установка по производству вспенивающего полистирола, корп. 255/2);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-48127-2021;https://monitor-pb.ru/customer/5905018998
active;воздуходувка;48-ТУ-48145-2021;21.09.2021;5905018998;"АО ""СИБУР-ХИМПРОМ""";Воздуходувка типа SВ 1100 D 2НТ, поз. 2-ГД-403, зав. № ВN 10103694 001, (АО «Сибур-Химпром», Площадка производства этилбензола, стирола и полистирола, Установка по производству вспенивающего полистирола, корп. 255/2);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-48145-2021;https://monitor-pb.ru/customer/5905018998
active;воздуходувка;63-ТУ-873973-2026;15.06.2026;6335007320;"АО ""ПРОМСИНТЕЗ""";Техническое устройство, применяемое на опасном производственном объекте «Площадка регенерации отработанных кислот» рег. № А53-03132-0019, II класс опасности АО «ПРОМСИНТЕЗ» Воздуходувка ТВ-200-1,12-01.УЗ зав. № 06-13, инв. № 164867 Мастерская 1/731;ТУ;6312086734;"ООО ""ПЭБ""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-873973-2026;https://monitor-pb.ru/customer/6335007320
active;воздуходувка;63-ТУ-874025-2026;15.06.2026;6335007320;"АО ""ПРОМСИНТЕЗ""";Техническое устройство, применяемое на опасном производственном объекте «Площадка регенерации отработанных кислот» рег. № А53-03132-0019, II класс опасности АО «ПРОМСИНТЕЗ» Воздуходувка ТВ-200-1,12-01.УЗ зав. № 05-13, инв. № 164869 Мастерская 1/731;ТУ;6312086734;"ООО ""ПЭБ""";соответствует;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-874025-2026;https://monitor-pb.ru/customer/6335007320
active;воздуходувка;65-ТУ-12443-2017;26.10.2017;1903021363;"АО ""УК ""РАЗРЕЗ СТЕПНОЙ""";"техническое устройство - роторная воздуходувка GM 130 L инв. № 000005809, поз. № 53-1, принадлежащая АО ""УК Степной"", эксплуатируемая на опасном производственном объекте II-го класса опасности «Участок обогащения угля» рег. номер А65-02192-0007";ТУ;2466176211;"ООО ""ЭТЦ""";соответствует;https://monitor-pb.ru/conclusion/65-%D0%A2%D0%A3-12443-2017;https://monitor-pb.ru/customer/1903021363
active;воздуходувка;2-ЗС-11561-2025;26.09.2025;3435900563;"АО ""ВОЛЖСКИЙ ОРГСИНТЕЗ""";"Трубопровод жидкостно-кольцевой воздуходувки сушилки Glatt, рег. № 77-7 АО ""Волжский оргсинтез"", СПП 3(4) ОПО «Площадка производства сероуглерода, ксантогенатов, карбамата МН и гидросульфида натрия», АО «Волжский Оргсинтез», рег. № А39-00001-0001, I класс опасности";ЗС;0268052517;"ООО ""НХД""";соответствует;https://monitor-pb.ru/conclusion/2-%D0%97%D0%A1-11561-2025;https://monitor-pb.ru/customer/3435900563
active;воздуходувка;2-ТУ-578574-2025;22.12.2025;0274051582;"ПАО АНК ""БАШНЕФТЬ""";Воздуходувка марки VZ75/9MF, технологический индекс К-603А, зав. № 70.03.15, инв. № 110901, применяемое на ОПО №А41-05559 I класса опасности «Площадка газокаталитического производства» Филиала ПАО АНК «Башнефть» «Башнефть-Уфанефтехим», установка Гидрокрекинг, отделение 600;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-578574-2025;https://monitor-pb.ru/customer/0274051582
active;воздуходувка;38-ТУ-460366-2025;20.11.2025;3802008553;"АО ""ВЫСОЧАЙШИЙ""";Воздуходувка RRF-350, заводской номер RR06036, применяемая на опасном производственном объекте: «Фабрика обогатительная цветных металлов ЗИФ 2» АО «Высочайший» (регистрационный номер ОПО А67-00331-0004 от 13.07.2004 г., III класс опасности);ТУ;3849067709;"ООО ""ТЕХНИЧЕСКАЯ ЭКСПЕРТИЗА И ПРОЕКТИРОВАНИЕ""";соответствует;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-460366-2025;https://monitor-pb.ru/customer/3802008553
active;воздуходувка;38-ТУ-460376-2025;20.11.2025;3802008553;"АО ""ВЫСОЧАЙШИЙ""";Воздуходувка RRF-350, заводской номер RR06037, применяемая на опасном производственном объекте: «Фабрика обогатительная цветных металлов ЗИФ 2» АО «Высочайший» (регистрационный номер ОПО А67-00331-0004 от 13.07.2004 г., III класс опасности);ТУ;3849067709;"ООО ""ТЕХНИЧЕСКАЯ ЭКСПЕРТИЗА И ПРОЕКТИРОВАНИЕ""";соответствует;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-460376-2025;https://monitor-pb.ru/customer/3802008553
active;воздуходувка;41-ТУ-22256-2025;25.06.2025;0274051582;"ПАО АНК ""БАШНЕФТЬ""";Воздуходувка марки РТКВ-199-4, технологический индекс ВД-501, зав. № 42, инв. № 142000120663, применяемое на ОПО №41-05559-0011 I класса опасности «Площадка газокаталитического производства» Филиала ПАО АНК «Башнефть» «Башнефть-Уфанефтехим», установка производства элементарной серы;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-22256-2025;https://monitor-pb.ru/customer/0274051582
active;воздуходувка;41-ТУ-23006-2024;10.04.2024;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";воздуходувка поз.В-204 на базе радиального вентилятора типа RSA-800 №3, зав. №б/н (объект 488, установка ГО-3, цех №9, НПЗ, ООО «Газпром нефтехим Салават»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-23006-2024;https://monitor-pb.ru/customer/0266048970
active;воздуходувка;41-ТУ-23008-2024;10.04.2024;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";воздуходувка поз.В-104 на базе радиального вентилятора типа RSA-800 №3, зав. №б/н (объект 488, установка ГО-3, цех №9, НПЗ, ООО «Газпром нефтехим Салават»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-23008-2024;https://monitor-pb.ru/customer/0266048970
active;воздуходувка;41-ТУ-23010-2024;10.04.2024;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";воздуходувка поз.В-105 на базе радиального вентилятора типа RSA-800 №3, зав. №б/н (объект 488, установка ГО-3, цех №9, НПЗ, ООО «Газпром нефтехим Салават»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-23010-2024;https://monitor-pb.ru/customer/0266048970
active;воздуходувка;41-ТУ-54746-2023;28.07.2023;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";Ротационная воздуходувка марки GLa 13.6, зав.№885892, поз. 5/32 (I/124) (установка грануляции I ступени, II ступени, цех №23, завод «Мономер», ООО «Газпром нефтехим Салават»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-54746-2023;https://monitor-pb.ru/customer/0266048970
active;воздуходувка;41-ТУ-54747-2023;28.07.2023;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";Ротационная воздуходувка марки GLa 13.6, зав.№899343, поз. 5/32 (I/123) (установка грануляции I ступени, II ступени, цех №23, завод «Мономер», ООО «Газпром нефтехим Салават»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-54747-2023;https://monitor-pb.ru/customer/0266048970
active;воздуходувка;41-ТУ-54748-2023;28.07.2023;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";Ротационная воздуходувка марки GLa 13.6, зав.№899342, поз. 5/32 (I/122) (установка грануляции I ступени, II ступени, цех №23, завод «Мономер», ООО «Газпром нефтехим Салават»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-54748-2023;https://monitor-pb.ru/customer/0266048970
active;воздуходувка;41-ТУ-66024-2022;26.10.2022;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";Заключение экспертизы промышленной безопасности на техническое устройство воздуходувка марки G-BH1 2BH1610-7HD56-Z, зав.№10232981 001/1214, поз. AN01 (установка Каталитического крекинга, цех № 4, Нефтеперерабатывающий завод, ООО «Газпром нефтехим Салават»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-66024-2022;https://monitor-pb.ru/customer/0266048970
active;воздуходувка;41-ТУ-72925-2022;23.11.2022;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";Заключение экспертизы промышленной безопасности на техническое устройство воздуходувка марки G-BH1 2BH1610-7HD56-Z, зав.№10232981 002/1214, поз. AN02 (установка Каталитического крекинга, цех № 4, Нефтеперерабатывающий завод, ООО «Газпром нефтехим Салават»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-72925-2022;https://monitor-pb.ru/customer/0266048970
active;воздуходувка;48-ТУ-48081-2021;21.09.2021;5905018998;"АО ""СИБУР-ХИМПРОМ""";Воздуходувка типа SВ 0530 D 2-ЕХ, поз. 2-ГД-405, зав. № ВN 10049285 004, (АО «Сибур-Химпром», Площадка производства этилбензола, стирола и полистирола, Установка по производству вспенивающего полистирола, корп. 255/2);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-48081-2021;https://monitor-pb.ru/customer/5905018998
active;воздуходувка;48-ТУ-48151-2021;21.09.2021;5905018998;"АО ""СИБУР-ХИМПРОМ""";Воздуходувка типа SВ 0530 D 2-ЕХ, поз. 2-ГД-402, зав. № ВN 10140713 002, (АО «Сибур-Химпром», Площадка производства этилбензола, стирола и полистирола, Установка по производству вспенивающего полистирола, корп. 255/2);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-48151-2021;https://monitor-pb.ru/customer/5905018998
active;воздуходувка;48-ТУ-48157-2021;21.09.2021;5905018998;"АО ""СИБУР-ХИМПРОМ""";Воздуходувка типа SВ 0200 D 2-ЕХ, поз. 2-ГД-401, зав. № ВN 10049057 001, (АО «Сибур-Химпром», Площадка производства этилбензола, стирола и полистирола, Установка по производству вспенивающего полистирола, корп. 255/2);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-48157-2021;https://monitor-pb.ru/customer/5905018998
active;воздуходувка;52-ТУ-631405-2026;16.01.2026;5250051800;"ООО ""СИБУР-КСТОВО""";Заключение экспертизы промышленной безопасности на техническое устройство Воздуходувка типа 10R5, поз. К-221, зав. № б/н (ОПО «Площадка производства этилена, пропилена и бензола» ООО «СИБУР-Кстово», Производство продуктов пиролиза, Установка генерации пара);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-631405-2026;https://monitor-pb.ru/customer/5250051800
active;воздуходувка;55-ТУ-550765-2025;15.12.2025;5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";"Воздуходувка ВДН-18, техн. №VD-101, зав. №Н-77 применяемое на опасном производственном объекте ""Площадка установки АТ-9 (атмосферная трубчатка)"", рег. №А61-01219-0007, класс опасности I, установка АТ-9, АО ""Газпромнефть-ОНПЗ""";ТУ;5503221735;"ООО ""ЦЭПБ"" (ИНН 5503221735)";соответствует;https://monitor-pb.ru/conclusion/55-%D0%A2%D0%A3-550765-2025;https://monitor-pb.ru/customer/5501041254
active;воздуходувка;55-ТУ-551284-2025;15.12.2025;5501041254;"АО ""ГАЗПРОМНЕФТЬ-ОНПЗ""";"Воздуходувка ВДН-18, техн. №VD-102, зав. №Н-76 применяемое на опасном производственном объекте ""Площадка установки АТ-9 (атмосферная трубчатка)"", рег. №А61-01219-0007, класс опасности I, установка АТ-9, АО ""Газпромнефть-ОНПЗ""";ТУ;5503221735;"ООО ""ЦЭПБ"" (ИНН 5503221735)";соответствует;https://monitor-pb.ru/conclusion/55-%D0%A2%D0%A3-551284-2025;https://monitor-pb.ru/customer/5501041254
active;воздуходувка;57-ТУ-31060-2024;10.09.2024;1658087524;"ООО ""ЗАПСИБНЕФТЕХИМ""";Воздуходувка типа BO-R, зав. №79-492, поз. К-204 (установка изотермического хранения углеводородных фракций (Б-1/2), производство парков приёма, хранения, отгрузки сырья и готовой продукции, ООО «ЗапСибНефтехим»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-31060-2024;https://monitor-pb.ru/customer/1658087524
active;воздуходувка;2-ТУ-71361-2025;12.09.2025;0274051582;"ПАО АНК ""БАШНЕФТЬ""";Воздуходувка марки SV7.190/1-401, технологический индекс ХВ-111А, зав.№ 100400010, инв.№ 143000022485, Площадка газокаталитического производства Филиала ПАО АНК «Башнефть» «Башнефть-Новойл», установка регенерации отработанной серной кислоты (РОСК), рег. № А41-05559-0005, I класс опасности;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-71361-2025;https://monitor-pb.ru/customer/0274051582
active;воздуходувка;2-ТУ-84402-2025;23.09.2025;0274051582;"ПАО АНК ""БАШНЕФТЬ""";Воздуходувка марки SV7.190/1-401, технологический индекс ХВ-111В, зав.№ 100400011, инв.№ 143000022486, Площадка газокаталитического производства Филиала ПАО АНК «Башнефть» «Башнефть-Новойл», установка регенерации отработанной серной кислоты (РОСК), рег. № А41-05559-0005, I класс опасности;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-84402-2025;https://monitor-pb.ru/customer/0274051582
active;воздуходувка;30-ТУ-06377-2018;22.05.2018;2315072242;"АО ""ЧЕРНОМОРТРАНСНЕФТЬ""";"Воздуходувка ROBUSCHI RB 120/V, заводской №9302371, инв. №141180, техн. №С201В, расположенная на территории НПП «Шесхарис», ПК «Шесхарис», УОССВ, Комплекс доочистки, Машинный зал, на ОПО ""Парк резервуарный ПК ""Шесхарис"", площадка ""Шесхарис"", А30-00162-0016, 1 класс";ТУ;5010002630;"ООО ""НТЦ ""АНКЛАВ""";соответствует;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-06377-2018;https://monitor-pb.ru/customer/2315072242
active;воздуходувка;43-ЗС-40730-2025;31.01.2025;1658008723;"ПАО ""КАЗАНЬОРГСИНТЕЗ""";Заключение №1368/01-24 экспертизы промышленной безопасности на сооружение: Трубопровод воздуха от воздуходувки В-991 на БИ ПАО «Казаньоргсинтез», завод поликарбонатов, производство поликарбонатов, установка синтеза этилен- и диметилкарбоната (Секция синтеза этилен- и ДМК) (УСЭиДМК);ЗС;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%97%D0%A1-40730-2025;https://monitor-pb.ru/customer/1658008723
active;воздуходувка;49-ТУ-19341-2021;15.04.2021;1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";"технические устройства – воздуходувка SFL 10a, технологический №1У351К01А, заводской №1.05.042, инвентарный №03*124806; с маслонасосами техн. №№1У351К01АР01А, 1У351К01АР01В инвентарный №03*124806, установленного на установке 1У-350 Оренбургского газоперерабатывающего завода филиал ООО «Газпром переработка»";ТУ;5611022790;"ООО СЗ ""ИСК ""СТРОЙТЕХСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-19341-2021;https://monitor-pb.ru/customer/1102054991
active;воздуходувка;2-ТУ-32491-2025;01.09.2025;0274051582;"ПАО АНК ""БАШНЕФТЬ""";Техническое устройство «Воздуходувка марки РТКВ-199-4», технологический индекс ВД-1Е, зав. №41, инв. №142000120662, применяемое на ОПО №А41-05559-0011 I класса опасности «Площадка газокаталитического производства» Филиала ПАО АНК «Башнефть» «Башнефть-Уфанефтехим», установка производства элементарной серы;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-32491-2025;https://monitor-pb.ru/customer/0274051582
active;воздуходувка;2-ТУ-445483-2025;12.11.2025;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";Заключение № 0962 / 17 -25 экспертизы промышленной безопасности на техническое устройство воздуходувка поз. 142-1 на базе радиального вентилятора типа ВДН 20, зав. №К779 (установка компрессии, цех 50, Газохимический завод, ООО «Газпром нефтехим Салават»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-445483-2025;https://monitor-pb.ru/customer/0266048970
active;воздуходувка;2-ТУ-62836-2025;12.08.2025;0274051582;"ПАО АНК ""БАШНЕФТЬ""";Техническое устройство «Воздуходувка марки РТКВ-199-4», технологический индекс ВД-501, зав. №42, инв. №142000120663, применяемое на ОПО №А41-05559-0011 I класса опасности «Площадка газокаталитического производства» Филиала ПАО АНК «Башнефть» «Башнефть-Уфанефтехим», установка производства элементарной серы;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-62836-2025;https://monitor-pb.ru/customer/0274051582
active;воздуходувка;2-ТУ-71434-2025;12.09.2025;0274051582;"ПАО АНК ""БАШНЕФТЬ""";Воздуходувка марки SV7.330/1-01, технологический индекс А-103-М01А, зав. № 2455767, инв.№ 142000062796, Площадка газокаталитического производства Филиала ПАО АНК «Башнефть» «Башнефть-Новойл», установка регенерации отработанной серной кислоты (РОСК), рег. № А41-05559-0005, I класс опасности;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-71434-2025;https://monitor-pb.ru/customer/0274051582
active;воздуходувка;2-ТУ-84407-2025;23.09.2025;0274051582;"ПАО АНК ""БАШНЕФТЬ""";Воздуходувка марки SV7.330/1-01, технологический индекс А-103-М01В, зав. № 2455767, инв.№ 142000062796, Площадка газокаталитического производства Филиала ПАО АНК «Башнефть» «Башнефть-Новойл», установка регенерации отработанной серной кислоты (РОСК), рег. № А41-05559-0005, I класс опасности;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-84407-2025;https://monitor-pb.ru/customer/0274051582
active;воздуходувка;2-ТУ-91370-2025;19.09.2025;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";Заключение № 0799 /17 -25 экспертизы промышленной безопасности на техническое устройство воздуходувка марки 2ТГ-80-1,4, поз. В-001А, зав. №89 (об.1387, установка №6, цех №52, завод «Мономер», ООО «Газпром нефтехим Салават»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-91370-2025;https://monitor-pb.ru/customer/0266048970
active;воздуходувка;28-ЗС-31372-2024;25.12.2024;5103070023;"АО ""АПАТИТ""";Заключение экспертизы промышленной безопасности на сооружение на опасном производственном объекте Здание дымососа и воздуходувки печи первичного риформинга BD-02 корпус 527, АМ-3 Площадки производства аммиака рег. № А28-02793-0055 (I класс опасности);ЗС;7425003297;"АО НТЦ ""ДИАГНОСТИКА""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%97%D0%A1-31372-2024;https://monitor-pb.ru/customer/5103070023
active;воздуходувка;30-ТУ-03316-2025;24.02.2025;2326008425;"ООО ""КДВ КРАСНОДАР""";№ АК-240855-ТУ на техническое устройство: Воздуходувка AIRBLOW AS-85, поз. 85, до начала применения на опасном производственном объекте, расположенная по адресу: Краснодарский край, Белоглинский район, с. Белая Глина, ул. Степная, д. 37;ТУ;2308266222;"ООО ""АКПРОМ""";соответствует;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-03316-2025;https://monitor-pb.ru/customer/2326008425
active;воздуходувка;30-ТУ-06380-2018;22.05.2018;2315072242;"АО ""ЧЕРНОМОРТРАНСНЕФТЬ""";"Воздуходувка ROBUSCHI RBS 125/V, заводской №05-22335, инв. №141180, техн. №С201А, расположенная на территории НПП «Шесхарис», ПК «Шесхарис», УОССВ, Комплекс доочистки, Машинный зал, на ОПО ""Парк резервуарный ПК ""Шесхарис"", площадка ""Шесхарис"", А30-00162-0016, 1 класс";ТУ;5010002630;"ООО ""НТЦ ""АНКЛАВ""";соответствует;https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-06380-2018;https://monitor-pb.ru/customer/2315072242
active;воздуходувка;31-ТУ-362919-2025;15.10.2025;3652001387;"АО МЭЗ ""ЛИСКИНСКИЙ""";техническое устройство: «Воздуходувка, инв. №823,2»,применяемое на опасном производственном объекте: «Площадка маслоэкстракционного производства МЭЗ «Лискинский», рег. № А12-00386-0010/ III класс опасности,расположенном по адресу:397902, Воронежская область, г. Лиски, ул. 40 лет Октября, д. 62;ТУ;5038121282;"ООО ""ИТОГ""";соответствует;https://monitor-pb.ru/conclusion/31-%D0%A2%D0%A3-362919-2025;https://monitor-pb.ru/customer/3652001387
active;воздуходувка;41-ЗС-09811-2021;20.02.2021;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";Заключение экспертизы промышленной безопасности на здания и сооружения Спускники на конденсаторе главной воздуходувки ВВ-1101 (штуцера 536А,В и 537А,В), рег. № 04-4598 (НПЗ, Цех № 4, установка каталитического крекинга флюид, ООО «Газпром нефтехим Салават»);ЗС;0274092236;"ООО ""НЕЗАВИСИМАЯ ЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%97%D0%A1-09811-2021;https://monitor-pb.ru/customer/0266048970
active;воздуходувка;41-ЗС-09814-2021;20.02.2021;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";Заключение экспертизы промышленной безопасности на здания и сооружения Спускники на конденсаторе главной воздуходувки ВВ-1101 (штуцера 729А,В и 730А,В), рег. № 04-4614 (НПЗ, Цех № 4, установка каталитического крекинга флюид, ООО «Газпром нефтехим Салават»);ЗС;0274092236;"ООО ""НЕЗАВИСИМАЯ ЭКСПЕРТИЗА""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%97%D0%A1-09814-2021;https://monitor-pb.ru/customer/0266048970
active;воздуходувка;59-ТУ-388562-2025;01.11.2025;5913001268;"АО ""МЕТАФРАКС КЕМИКАЛС""";"Воздуходувка декарбонизатора марки IGW 400 BL-75, поз.№1752/731/1, зав. № 96124 1.2 (АО ""Метафракс Кемикалс"", Цех по производству метанола, блок 06) ОПО «Площадка цеха по производству метанола», рег. № А48-10023-0001, II класс опасности";ТУ;0268052517;"ООО ""НХД""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-388562-2025;https://monitor-pb.ru/customer/5913001268
active;воздуходувка;59-ТУ-388657-2025;23.10.2025;5913001268;"АО ""МЕТАФРАКС КЕМИКАЛС""";"Воздуходувка декарбонизатора марки IGW 400 BL-75, поз.№1752/731/2, зав. № 96124 1.1 (АО ""Метафракс Кемикалс"", Цех по производству метанола, блок 06) ОПО «Площадка цеха по производству метанола», рег. № А48-10023-0001, II класс опасности";ТУ;0268052517;"ООО ""НХД""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-388657-2025;https://monitor-pb.ru/customer/5913001268
active;воздуходувка;03-ЗС-03306-2025;07.02.2025;6227007322;"АО ""РНПК""";Трубопровод №01-AH-102-C «Горячий воздух от воздуходувки горячего воздуха 01-К132 до подогревателя воздуха 02-Е133, узла смешения (л. 01-АА-102-Аммиак, горячий воздух)», Цех №2, установка ПВСК;ЗС;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/03-%D0%97%D0%A1-03306-2025;https://monitor-pb.ru/customer/6227007322
active;воздуходувка;11-ТУ-06226-2023;26.05.2023;7116000066;"АО ""НАК ""АЗОТ""";Заключение № СДЭ – «НОРЭ» № 1200-22-11-ТУ-Х экспертизы промышленной безопасности на техническое устройство: воздуходувка, поз. 1206-J, эксплуатируемый в АО «НАК «Азот», цех Аммиак-3 (ОПО I класса опасности, индекс отраслевой принадлежности – 7);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-06226-2023;https://monitor-pb.ru/customer/7116000066
active;воздуходувка;11-ТУ-06234-2023;29.05.2023;7116000066;"АО ""НАК ""АЗОТ""";Заключение № СДЭ – «НОРЭ» № 1201-22-11-ТУ-Х экспертизы промышленной безопасности на техническое устройство:воздуходувка, поз. 1206-JА, эксплуатируемый в АО «НАК «Азот», цех Аммиак-3 (ОПО I класса опасности, индекс отраслевой принадлежности – 7);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-06234-2023;https://monitor-pb.ru/customer/7116000066
active;воздуходувка;2-ТУ-27430-2025;31.07.2025;0266048970;"ООО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";Заключение №0451/ 17-25 экспертизы промышленной безопасности на техническое устройство воздуходувка поз. 142-2 на базе радиального вентилятора типа ВДН20-II, зав.№1128 (установка грануляции и расфасовки, цех №50, «ГХЗ», ООО «Газпром нефтехим Салават»);ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-27430-2025;https://monitor-pb.ru/customer/0266048970
