inn;chem_dokazano;ssylka;citata_golova;sreda_bylo;sreda_po_stroke;pochemu
1327004453;заключение ЭПБ № 45-ТУ-02861-2016;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-02861-2016;сосуд (ресивер водорода V-10 куб.м) зав.№8068, рег.№1242М, находящейся на водородно-кислородной станции;газ или иная среда;oba;в самой машине оба: «кислородной станци» и «водород»
1327004453;заключение ЭПБ № 45-ТУ-02864-2016;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-02864-2016;сосуд (ресивер водорода V-10 куб.м) зав.№8255, рег.№1240М, находящейся на водородно-кислородной станции;газ или иная среда;oba;в самой машине оба: «кислородной станци» и «водород»
1327004453;заключение ЭПБ № 45-ТУ-02867-2016;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-02867-2016;сосуд (ресивер водорода V-10 куб.м) зав.№3829, рег.№1140М, находящейся на водородно-кислородной станции;газ или иная среда;oba;в самой машине оба: «кислородной станци» и «водород»
1327004453;заключение ЭПБ № 45-ТУ-02869-2016;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-02869-2016;сосуд, (ресивер водорода V-10 куб.м), зав.№3941, рег.№778М, находящейся на водородно-кислородной станции;газ или иная среда;oba;в самой машине оба: «кислородной станци» и «водород»
1327004453;заключение ЭПБ № 45-ТУ-04225-2015;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-04225-2015;"сосуд (Регулятор давления), зав.№2002564 к-т 101, рег.№1905 М, находящегося на водородно-кислородной станции ГУП РМ ""Лис";газ или иная среда;oba;в самой машине оба: «кислородной станци» и «водород»
1327004453;заключение ЭПБ № 45-ТУ-05121-2015;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-05121-2015;сосуд, работающий под давлением (Баллон 19,6) зав.№6342, рег.№3339, находящегося на водородно-кислородной станции;газ или иная среда;oba;в самой машине оба: «кислородной станци» и «водород»
1327004453;заключение ЭПБ № 45-ТУ-05127-2015;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-05127-2015;сосуд, работающий под давлением (Баллон 14,7) зав.№390, рег. №3338, находящегося на водородно-кислородной станции;газ или иная среда;oba;в самой машине оба: «кислородной станци» и «водород»
1327004453;заключение ЭПБ № 45-ТУ-05130-2015;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-05130-2015;сосуд, работающий под давлением (Баллон 14,7) зав.№291, рег.№3337, находящегося на водородно-кислородной станции;газ или иная среда;oba;в самой машине оба: «кислородной станци» и «водород»
1327004453;заключение ЭПБ № 45-ТУ-05133-2015;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-05133-2015;сосуд, работающий под давлением (Баллон 19,6) зав.№6375, рег.№3336, находящегося на водородно-кислородной станции;газ или иная среда;oba;в самой машине оба: «кислородной станци» и «водород»
1327004453;заключение ЭПБ № 45-ТУ-05138-2015;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-05138-2015;сосуд, работающий под давлением (Баллон 14,7) зав. №294, рег.№3335, находящегося на водородно-кислородной станции;газ или иная среда;oba;в самой машине оба: «кислородной станци» и «водород»
1327004453;заключение ЭПБ № 45-ТУ-04231-2015;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-04231-2015;"сосуд (Разделительная колонка), зав.№2002562 к-т 99, рег.№1903 М, находящегося на водородно-кислородной станции ГУП РМ """;газ или иная среда;oba;в самой машине оба: «кислородной станци» и «водород»
1327004453;заключение ЭПБ № 45-ТУ-02737-2016;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-02737-2016;сосуд, работающий под давлением (баллон 14,7) зав.№273, рег.№3383, находящейся на азотно-кислородной станции;газ или иная среда;vozduh;слово машины: «кислородной станци»
1327004453;заключение ЭПБ № 45-ТУ-02739-2016;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-02739-2016;сосуд, работающий под давлением (баллон 14,7) зав.№376, рег.№3387, находящейся на азотно-кислородной станции;газ или иная среда;vozduh;слово машины: «кислородной станци»
1327004453;заключение ЭПБ № 45-ТУ-02742-2016;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-02742-2016;сосуд, работающий под давлением (баллон 14,7) зав.№375, рег.№3388, находящейся на азотно-кислородной станции;газ или иная среда;vozduh;слово машины: «кислородной станци»
1327004453;заключение ЭПБ № 45-ТУ-02745-2016;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-02745-2016;сосуд, работающий под давлением (баллон 14,7) зав.№283, рег.№3394, находящейся на азотно-кислородной станции;газ или иная среда;vozduh;слово машины: «кислородной станци»
1327004453;заключение ЭПБ № 45-ТУ-02747-2016;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-02747-2016;сосуд, работающий под давлением (баллон 14,7) зав.№230, рег.№3396, находящейся на азотно-кислородной станции;газ или иная среда;vozduh;слово машины: «кислородной станци»
1327004453;заключение ЭПБ № 45-ТУ-02748-2016;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-02748-2016;сосуд, работающий под давлением (баллон 14,7) зав.№275, рег.№3380, находящейся на азотно-кислородной станции;газ или иная среда;vozduh;слово машины: «кислородной станци»
1327004453;заключение ЭПБ № 45-ТУ-02751-2016;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-02751-2016;сосуд, работающий под давлением (баллон 14,7) зав.№360, рег.№3381, находящейся на азотно-кислородной станции;газ или иная среда;vozduh;слово машины: «кислородной станци»
1327004453;заключение ЭПБ № 45-ТУ-02755-2016;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-02755-2016;сосуд, работающий под давлением (баллон 14,7) зав.№282, рег.№3382, находящейся на азотно-кислородной станции;газ или иная среда;vozduh;слово машины: «кислородной станци»
1327004453;заключение ЭПБ № 45-ТУ-02758-2016;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-02758-2016;сосуд, работающий под давлением (баллон 14,7) , зав.№269, рег.№3397, находящегося на азотно-кислородной станции;газ или иная среда;vozduh;слово машины: «кислородной станци»
1402045638;заключение ЭПБ № 73-ТУ-00243-2015;https://monitor-pb.ru/conclusion/73-%D0%A2%D0%A3-00243-2015;"""Азотно-кислородная станция АКС 25-150"",";газ или иная среда;vozduh;слово машины: «кислородная станци»
1402048830;заключение ЭПБ № 73-ЗС-00049-2014;https://monitor-pb.ru/conclusion/73-%D0%97%D0%A1-00049-2014;"Строительные конструкции опасного производственного объекта: ""Площадка кислородной станции по адресу г. Алдан, ул. Заорт";газ или иная среда;vozduh;слово машины: «кислородной станци»
1402049463;заключение ЭПБ № 73-ЗС-00263-2016;https://monitor-pb.ru/conclusion/73-%D0%97%D0%A1-00263-2016;Здание кислородной станции, расположенной по адресу: Алданский район, п. Нижний Куранах,;газ или иная среда;vozduh;слово машины: «кислородной станци»
1420005042;заключение ЭПБ № 73-ТУ-02323-2017;https://monitor-pb.ru/conclusion/73-%D0%A2%D0%A3-02323-2017;технического устройства, стационарная кислородная станция АжКж-0,04, эксплуатируемая на опасном производственном объекте;газ или иная среда;vozduh;слово машины: «кислородная станци»
1420041925;заключение ЭПБ № 73-ЗС-02062-2023;https://monitor-pb.ru/conclusion/73-%D0%97%D0%A1-02062-2023;здание кислородной станции на опасном производственном объекте «Площадка кислородной станции», расположенное по адресу: ;газ или иная среда;vozduh;слово машины: «кислородной станци»
1428003978;заключение ЭПБ № 52-ЗС-10641-2021;https://monitor-pb.ru/conclusion/52-%D0%97%D0%A1-10641-2021;Здание кислородной станции;газ или иная среда;vozduh;слово машины: «кислородной станци»
1428003978;заключение ЭПБ № 73-ЗС-613833-2026;https://monitor-pb.ru/conclusion/73-%D0%97%D0%A1-613833-2026;Здание кислородной станции;газ или иная среда;vozduh;слово машины: «кислородной станци»
1428003978;заключение ЭПБ № 52-ТП-21677-2021;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%9F-21677-2021;Техническое перевооружение кислородной станции. РФ, Республика Саха (Якутия), Усть-Майский район, п. Солнечный, ул. Октя;газ или иная среда;vozduh;слово машины: «кислородной станци»
1433000147;заключение ЭПБ № 73-ЗС-00482-2016;https://monitor-pb.ru/conclusion/73-%D0%97%D0%A1-00482-2016;Здание кислородной станции УРСЦ Удачнинского ГОКа АК «АЛРОСА» (ПАО),;газ или иная среда;vozduh;слово машины: «кислородной станци»
1433000147;заключение ЭПБ № 73-ТУ-02148-2018;https://monitor-pb.ru/conclusion/73-%D0%A2%D0%A3-02148-2018;технического устройства, кислорододобывающая станция МКДС-100К эксплуатируемая на опасном производственном объекте – «Пл;газ или иная среда;vozduh;слово машины: «кислородной станци»
1433000147;заключение ЭПБ № 73-ЗС-01844-2014;https://monitor-pb.ru/conclusion/73-%D0%97%D0%A1-01844-2014;"Здание кислородной станции РССУ Мирнинского ГОКа АК ""АЛРОСА"" (ОАО),";газ или иная среда;vozduh;слово машины: «кислородной станци»
1433000147;заключение ЭПБ № 73-ТУ-01475-2016;https://monitor-pb.ru/conclusion/73-%D0%A2%D0%A3-01475-2016;техническое устройство: станция автомобильная кислородоазотодобывающая АКДС-70М2-01 (зав. №890620), расположенная на тер;газ или иная среда;vozduh;слово машины: «кислородной станци»
1434031363;заключение ЭПБ № 74-ТУ-01576-2023;https://monitor-pb.ru/conclusion/74-%D0%A2%D0%A3-01576-2023;Деаэратор ДС-400 турбоагрегата ст. № 2, рег. №7158 (деаэраторный бак зав. №1, деаэрационная колонка ДСП-400 зав. №403), ;среда не названа;vozduh;слово машины: «аэраци»
1434031363;заключение ЭПБ № 74-ТУ-02837-2024;https://monitor-pb.ru/conclusion/74-%D0%A2%D0%A3-02837-2024;ЗАКЛЮЧЕНИЕ № 844/2024-ЭПБ экспертизы промышленной безопасности на техническое устройство Трубопровод отсоса воздуха из П;среда не названа;vozduh;слово машины: «воздух»
1434031363;заключение ЭПБ № 74-ТУ-02838-2024;https://monitor-pb.ru/conclusion/74-%D0%A2%D0%A3-02838-2024;ЗАКЛЮЧЕНИЕ №845/2024-ЭПБ экспертизы промышленной безопасности на техническое устройство Трубопровод отсоса воздуха из ПС;среда не названа;vozduh;слово машины: «воздух»
1434031363;заключение ЭПБ № 71-ЗС-05219-2017;https://monitor-pb.ru/conclusion/71-%D0%97%D0%A1-05219-2017;здание кислородной станции СП «Комсомольская ТЭЦ-3»,;газ или иная среда;vozduh;слово машины: «кислородной станци»
1434031363;заключение ЭПБ № 71-ЗС-00502-2017;https://monitor-pb.ru/conclusion/71-%D0%97%D0%A1-00502-2017;здание пропано-кислородной станции СП «Хабаровская ТЭЦ-1»,;газ или иная среда;oba;в самой машине оба: «кислородной станци» и «пропан»
1434031363;заключение ЭПБ № 74-ЗС-03370-2020;https://monitor-pb.ru/conclusion/74-%D0%97%D0%A1-03370-2020;здание кислородной станции СП «Владивостокская ТЭЦ-2» филиала «Приморская генерация» АО «ДГК»;газ или иная среда;vozduh;слово машины: «кислородной станци»
1434031363;заключение ЭПБ № 71-ЗС-05336-2021;https://monitor-pb.ru/conclusion/71-%D0%97%D0%A1-05336-2021;Здание пропано-кислородной станции СП «Хабаровская ТЭЦ-1» филиала «Хабаровская генерация» АО «Дальневосточная генерируюш;газ или иная среда;oba;в самой машине оба: «кислородной станци» и «пропан»
1434031363;заключение ЭПБ № 71-ЗС-02805-2020;https://monitor-pb.ru/conclusion/71-%D0%97%D0%A1-02805-2020;здание кислородной станции, СП «Амурская ТЭЦ-1» филиала «Хабаровская генерация»,;газ или иная среда;vozduh;слово машины: «кислородной станци»
1434031363;заключение ЭПБ № 74-ЗС-03669-2015;https://monitor-pb.ru/conclusion/74-%D0%97%D0%A1-03669-2015;здание кислородной станции, СП «Владивостокская ТЭЦ-2», филиала «Приморская генерация», АО «ДГК»;газ или иная среда;vozduh;слово машины: «кислородной станци»
1434031363;заключение ЭПБ № 74-ЗС-00209-2020;https://monitor-pb.ru/conclusion/74-%D0%97%D0%A1-00209-2020;"здание кислородной станции СП ""ПГРЭС"", эксплуатируемое на опасном производственном объекте «Площадка подсобного хозяйств";газ или иная среда;vozduh;слово машины: «кислородной станци»
1435029085;заключение ЭПБ № 73-ТУ-00543-2025;https://monitor-pb.ru/conclusion/73-%D0%A2%D0%A3-00543-2025;техническое устройство – Стационарная кислородоазотодобывающая станция СКДС-70М2, г/изг.2010 г. эксплуатируемая на опасн;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1435029085;заключение ЭПБ № 73-ЗС-01170-2017;https://monitor-pb.ru/conclusion/73-%D0%97%D0%A1-01170-2017;здания площадки кислородной станции в п. Пеледуй, Ленский район, РС(Я) Заказчик: ОАО «Ленское объединенное речное парохо;газ или иная среда;vozduh;слово машины: «кислородной станци»
1435029085;заключение ЭПБ № 73-ТУ-01284-2024;https://monitor-pb.ru/conclusion/73-%D0%A2%D0%A3-01284-2024;техническое устройство – воздухоразделительная установка КжАж-0,04 кислородной станции, применяемая на опасном производс;газ или иная среда;vozduh;слово машины: «воздух»
1435029085;заключение ЭПБ № 73-ТУ-00056-2021;https://monitor-pb.ru/conclusion/73-%D0%A2%D0%A3-00056-2021;техническое устройство: применяемое на опасном производственном объекте - воздухоразделительную установку АжКж-0,04 Кисл;газ или иная среда;vozduh;слово машины: «воздух»
1435029085;заключение ЭПБ № 73-ЗС-00057-2021;https://monitor-pb.ru/conclusion/73-%D0%97%D0%A1-00057-2021;здание на опасном производственном объекте – здание кислородной станции, эксплуатируемое на опасном производственном объ;газ или иная среда;vozduh;слово машины: «кислородной станци»
1435029085;заключение ЭПБ № 73-ТУ-00938-2022;https://monitor-pb.ru/conclusion/73-%D0%A2%D0%A3-00938-2022;Техническое устройство – воздухоразделительная установка АжКж-0,04 кислородной станции, применяемая на опасном производс;газ или иная среда;vozduh;слово машины: «воздух»
1435099188;заключение ЭПБ № 73-ТУ-00844-2024;https://monitor-pb.ru/conclusion/73-%D0%A2%D0%A3-00844-2024;техническое устройство: Ресивер кислородный V=3000 л, зав. №8590, рег. №303Я, г/и 1995, эксплуатируемый на опасном произ;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1435099188;заключение ЭПБ № 73-ТУ-00157-2017;https://monitor-pb.ru/conclusion/73-%D0%A2%D0%A3-00157-2017;ресивер кислородный, зав.№ 9439, рег.№21-РС, г/в 1996, применяемый на опасном производственном объекте Площадка кислород;газ или иная среда;vozduh;слово машины: «кислородной станци»
1435099188;заключение ЭПБ № 73-ТУ-01372-2016;https://monitor-pb.ru/conclusion/73-%D0%A2%D0%A3-01372-2016;сосуд, работающий под давлением, ресивер кислородный, зав.№ 8590, рег.№303Я, г/в 1995 эксплуатируемый на площадке кислор;газ или иная среда;vozduh;слово машины: «кислородной станци»
1435174678;заключение ЭПБ № 73-ТУ-00047-2022;https://monitor-pb.ru/conclusion/73-%D0%A2%D0%A3-00047-2022;техническое устройство, применяемое на опасном производственном объекте «Площадка азотно-кислородной станции» (ОПО рег.№;газ или иная среда;vozduh;слово машины: «кислородной станци»
1435174678;заключение ЭПБ № 54-ТП-06942-2023;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%9F-06942-2023;документацию на техническое перевооружение опасного производственного объекта «Площадка азотно-кислородной станции», рег;газ или иная среда;vozduh;слово машины: «кислородной станци»
1435214835;заключение ЭПБ № 73-ТУ-01249-2021;https://monitor-pb.ru/conclusion/73-%D0%A2%D0%A3-01249-2021;техническое устройство, применяемое на опасном производственном объекте «Площадка кислородной станции» рег.№А73-01211-00;газ или иная среда;vozduh;слово машины: «кислородной станци»
1435216712;заключение ЭПБ № 73-ЗС-02346-2018;https://monitor-pb.ru/conclusion/73-%D0%97%D0%A1-02346-2018;«Экспертиза промышленной безопасности здания азотно-кислородной станции, расположенной по адресу: г.Якутск, мкр. Марха»,;газ или иная среда;vozduh;слово машины: «кислородной станци»
1500000113;заключение ЭПБ № 37-ЗС-08424-2017;https://monitor-pb.ru/conclusion/37-%D0%97%D0%A1-08424-2017;Здание кислородной станции (одноэтажное);газ или иная среда;vozduh;слово машины: «кислородной станци»
1500000113;заключение ЭПБ № 37-ЗС-08429-2017;https://monitor-pb.ru/conclusion/37-%D0%97%D0%A1-08429-2017;Здание кислородной станции (трехэтажное);газ или иная среда;vozduh;слово машины: «кислородной станци»
1501000010;заключение ЭПБ № 37-ЗС-01051-2014;https://monitor-pb.ru/conclusion/37-%D0%97%D0%A1-01051-2014;здание кислородной станции;газ или иная среда;vozduh;слово машины: «кислородной станци»
1501000010;заключение ЭПБ № 37-ЗС-04666-2019;https://monitor-pb.ru/conclusion/37-%D0%97%D0%A1-04666-2019;Здание кислородно-наполнительной станции;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1501000010;заключение ЭПБ № 26-ЗС-05107-2024;https://monitor-pb.ru/conclusion/26-%D0%97%D0%A1-05107-2024;Здание кислородно-наполнительной станции, ЭКСПЛУАТИРУЕМОЕ АО «Победит» НА ОПАСНОМ ПРОИЗВОДСТВЕННОМ ОБЪЕКТЕ III КЛАССА ОП;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1600000036;заключение ЭПБ № 43-ТУ-05862-2014;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-05862-2014;На техническое устройство: ротор, зав. № 637, центробежного нагнетателя Н-235-28-1, ГПА№2, цех№2 «Уренгой-Центр1», ГКС-2;среда не названа;gaz;слово машины: «ГПА»
1600000036;заключение ЭПБ № 43-ТУ-05866-2014;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-05866-2014;На техническое устройство: ротор, зав. № 108651, центробежного нагнетателя Н-235-28-1, ГПА№3, цех№2 «Уренгой-Центр1», ГК;среда не названа;gaz;слово машины: «ГПА»
1600000036;заключение ЭПБ № 43-ТУ-309382-2023;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-309382-2023;ЗАКЛЮЧЕНИЕ № 487/23 экспертизы промышленной безопасности на техническое устройство, применяемое на опасном производствен;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1600000036;заключение ЭПБ № 43-ТУ-291819-2023;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-291819-2023;Шаровой кран Ду50 Ру80, зав.№6, техн.№СОГ2, применяемые на опасном производственном объекте: участок магистрального газо;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1600000036;заключение ЭПБ № 43-ТУ-291813-2023;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-291813-2023;Шаровой кран Ду50 Ру80, зав.№68, техн.№СОГ1, применяемые на опасном производственном объекте: участок магистрального газ;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1600000036;заключение ЭПБ № 43-ТУ-291825-2023;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-291825-2023;Пробковый кран Ду300 Ру64, зав.№1061, техн.№2-2, применяемые на опасном производственном объекте: участок магистрального;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1600000036;заключение ЭПБ № 43-ТП-265465-2022;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%9F-265465-2022;техническое перевооружение: опасного производственного объекта II класса опасности, «Площадка компрессорной станции «Арс;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1600000036;заключение ЭПБ № 43-ТП-265441-2022;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%9F-265441-2022;техническое перевооружение: опасного производственного объекта II класса опасности, «Площадка компрессорной станции «Арс;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1600000036;заключение ЭПБ № 43-ЗС-07170-2021;https://monitor-pb.ru/conclusion/43-%D0%97%D0%A1-07170-2021;Укрытие агрегата типа ГТНР-25И станционный номер 3 цеха Ямбург-Елец-1, Шеморданское ЛПУМГ инв. №9000129561 Наименование ;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1600000036;заключение ЭПБ № 43-ТУ-06654-2020;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-06654-2020;Центробежный нагнетатель 235-21-1 зав. №7315, ст.№5, установленный в цехе «Уренгой - Центр-1 на КС «Арская» Шеморданског;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1600000036;заключение ЭПБ № 43-ТУ-06655-2020;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-06655-2020;Центробежный нагнетатель 650-21-2 зав. №1720, ст.№3, установленный в цехе «Уренгой - Центр-1 на КС «Арская» Шеморданског;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1600000036;заключение ЭПБ № 43-ЗС-19997-2021;https://monitor-pb.ru/conclusion/43-%D0%97%D0%A1-19997-2021;трубопроводная обвязка эжектора опытного Э18.0248 СБ (свечной трубопровод стравливания газа из контура нагнетателя ГПА №;среда не названа;gaz;слово машины: «ГПА»
1600000036;заключение ЭПБ № 43-ЗС-18082-2021;https://monitor-pb.ru/conclusion/43-%D0%97%D0%A1-18082-2021;сооружение: трубопроводная обвязка эжектора опытного Э18.0248 СБ (свечной трубопровод стравливания газа из контура нагне;среда не названа;gaz;слово машины: «ГПА»
1600000036;заключение ЭПБ № 2-ЗС-99961-2025;https://monitor-pb.ru/conclusion/2-%D0%97%D0%A1-99961-2025;ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ сооружения на опасном производственном объекте № 0987-ЗЭ-ТПО-ТПА-2025 Об;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1600000036;заключение ЭПБ № 43-ТУ-12330-2020;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-12330-2020;заключение экспертизы промышленной безопасности технических устройств (от 27.04.2020 № 113/20) применяемых на опасном пр;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1600000036;заключение ЭПБ № 43-ЗС-01411-2017;https://monitor-pb.ru/conclusion/43-%D0%97%D0%A1-01411-2017;надземные технологические трубопроводы обвязки нагнетателя ГПА-1 инв.№900012495;среда не названа;gaz;слово машины: «ГПА»
1600000036;заключение ЭПБ № 43-ЗС-01560-2017;https://monitor-pb.ru/conclusion/43-%D0%97%D0%A1-01560-2017;надземные технологические трубопроводы обвязки нагнетателя ГПА-2, КЦ №6, г/п Ямбург-Западная граница, ГКС-21-2, КС «Арск;среда не названа;gaz;слово машины: «ГПА»
1600000036;заключение ЭПБ № 43-ЗС-01562-2017;https://monitor-pb.ru/conclusion/43-%D0%97%D0%A1-01562-2017;надземные технологические трубопроводы обвязки нагнетателя ГПА-3, КЦ №5, г/п Ямбург-Елец-2, ГКС-21-2, КС «Арская» инв. №;среда не названа;gaz;слово машины: «ГПА»
1600000036;заключение ЭПБ № 43-ЗС-01497-2017;https://monitor-pb.ru/conclusion/43-%D0%97%D0%A1-01497-2017;надземные технологические трубопроводы обвязки нагнетателя ГПА-2, КЦ №5, г/п Ямбург-Елец-2, ГКС-21-2, КС «Арская» инв. №;среда не названа;gaz;слово машины: «ГПА»
1600000036;заключение ЭПБ № 43-ЗС-01446-2017;https://monitor-pb.ru/conclusion/43-%D0%97%D0%A1-01446-2017;надземные технологические трубопроводы обвязки нагнетателя ГПА-3, КЦ №6, г/п Ямбург-Западная граница, ГКС-21-2, КС «Арск;среда не названа;gaz;слово машины: «ГПА»
1600000036;заключение ЭПБ № 43-ЗС-01447-2017;https://monitor-pb.ru/conclusion/43-%D0%97%D0%A1-01447-2017;надземные технологические трубопроводы обвязки нагнетателя ГПА-1, КЦ №6, г/п Ямбург-Западная граница, ГКС-21-2, КС «Арск;среда не названа;gaz;слово машины: «ГПА»
1600000036;заключение ЭПБ № 43-ТУ-11411-2016;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-11411-2016;технические устройства, применяемые на опасном производственном объекте, в случаях, установленных статьей 7 Федерального;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1600000036;заключение ЭПБ № 43-ТУ-11414-2016;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-11414-2016;технические устройства, применяемые на опасном производственном объекте, в случаях, установленных статьей 7 Федерального;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1600000036;заключение ЭПБ № 43-ТУ-11416-2016;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-11416-2016;технические устройства, применяемые на опасном производственном объекте, в случаях, установленных статьей 7 Федерального;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1600000036;заключение ЭПБ № 43-ТУ-03276-2016;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-03276-2016;надземные технологические трубопроводы обвязки нагнетателя ГПА-1, КЦ №2, г/п Уренгой-Центр 1, ГКС-21-1, КС Арская, Шемор;среда не названа;gaz;слово машины: «ГПА»
1600000036;заключение ЭПБ № 43-ЗС-08929-2017;https://monitor-pb.ru/conclusion/43-%D0%97%D0%A1-08929-2017;надземные технологические трубопроводы обвязки нагнетателя ГПА-1, КЦ №1, г/п Уренгой-Ужгород, ГКС-21-1, КС «Арская» инв.;среда не названа;gaz;слово машины: «ГПА»
1600000036;заключение ЭПБ № 43-ТУ-10352-2016;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-10352-2016;надземные технологические трубопроводы обвязки нагнетателя ГПА-2, КЦ №1, г/п Уренгой-Ужгород, ГКС-21-1, КС «Арская», инв;среда не названа;gaz;слово машины: «ГПА»
1600000036;заключение ЭПБ № 43-ТУ-10547-2016;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-10547-2016;надземные технологические трубопроводы обвязки нагнетателя ГПА-5, КЦ №2, г/п Уренгой-Центр 1, ГКС-21-1, КС «Арская», инв;среда не названа;gaz;слово машины: «ГПА»
1600000036;заключение ЭПБ № 43-ТУ-10548-2016;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-10548-2016;надземные технологические трубопроводы обвязки нагнетателя ГПА-6, КЦ №2, г/п Уренгой-Центр 1, ГКС-21-1, КС «Арская», инв;среда не названа;gaz;слово машины: «ГПА»
1600000036;заключение ЭПБ № 43-ТУ-10207-2016;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-10207-2016;надземные технологические трубопроводы обвязки нагнетателя ГПА-7, КЦ №7, г/п Тура-Пермь-Горький II, ГКС-4, КС «Арская», ;среда не названа;gaz;слово машины: «ГПА»
1600000036;заключение ЭПБ № 43-ТУ-10541-2016;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-10541-2016;технические устройства, применяемые на опасном производственном объекте, в случаях, установленных статьей 7 Федерального;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1600000036;заключение ЭПБ № 43-ТУ-10542-2016;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-10542-2016;технические устройства, применяемые на опасном производственном объекте, в случаях, установленных статьей 7 Федерального;газ или иная среда;ne_ustanovleno;в голове цитаты слов среды нет
1600000036;заключение ЭПБ № 43-ТУ-04022-2014;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-04022-2014;ротор зав. № 9084Р центробежного нагнетателя Н-196-1,45 ГПА № 9, ГКС-4 «Арская», Шеморданское ЛПУ МГ ООО «Газпром Трансг;среда не названа;gaz;слово машины: «ГПА»
1600000036;заключение ЭПБ № 43-ТУ-04024-2014;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-04024-2014;ротор, зав. № 1101Р, центробежного нагнетателя Н-196-1,45, ГПА № 10, ГКС-4 «Арская», Шеморданское ЛПУ МГ ООО «Газпром Тр;среда не названа;gaz;слово машины: «ГПА»
1600000036;заключение ЭПБ № 43-ТУ-10880-2014;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-10880-2014;Ротор, зав. № 12, центробежного нагнетателя Н-196-1,45, ГПА№4, ГКС-4, «Арская»,эксплуатирующийся в Шеморданском ЛПУ МГ О;среда не названа;gaz;слово машины: «ГПА»
