zapros;polezno;kategoria;mash_slovo;srok;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-08658-2021;27.04.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-28-6М3) технологический № 604/6, заводской № б/н, инвентарный № Т070201, ПАО «Тольяттиазот», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08658-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-08661-2021;27.04.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-28-6М3) технологический № 604/7, заводской № б/н, инвентарный № Т070201, ПАО «Тольяттиазот», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08661-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-08664-2021;27.04.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-28-6М3) технологический № 604/8, заводской № б/н, инвентарный № Т070201, ПАО «Тольяттиазот», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08664-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-08667-2021;27.04.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-28-6М3), технологический № 313/13, заводской № б/н, инвентарный № 53577, ПАО «Тольяттиазот», Цех № 06А, агрегат № 6;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08667-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-08668-2021;27.04.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-39-6М3) технологический № 124/11, заводской № б/н, инвентарный № Т070513 ПАО «Тольяттиазот», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08668-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-08671-2021;27.04.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-39-6М3) технологический № 116/12, заводской № б/н, инвентарный № Т070513 ПАО «Тольяттиазот», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08671-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-08691-2021;28.04.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-39-6М3) технологический № 116/11, заводской № б/н, инвентарный № Т070513 ПАО «Тольяттиазот», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08691-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-08694-2021;28.04.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-61-6М3) технологический № 124/12, заводской № б/н, инвентарный № Т070513 ПАО «Тольяттиазот», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08694-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-08696-2021;28.04.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-61-6М3) технологический № 103J-JCAMD, заводской № б/н, инвентарный № Т070129, ПАО «Тольяттиазот», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08696-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-08700-2021;28.04.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-28-6М3) технологический № 313/15, заводской № б/н, инвентарный № Т070190, ПАО «Тольяттиазот», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08700-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-08707-2021;28.04.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-28-6М3) технологический № 313/14, заводской № б/н, инвентарный № Т070190, ПАО «Тольяттиазот», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08707-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-08709-2021;28.04.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-28-6М3) технологический № 313/13, заводской № б/н, инвентарный № Т070190, ПАО «Тольяттиазот», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08709-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-08713-2021;28.04.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-28-6М3) технологический № 313/12, заводской № б/н, инвентарный № Т070190, ПАО «Тольяттиазот», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08713-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-08716-2021;28.04.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-28-6М3) технологический № 313/11, заводской № б/н, инвентарный № Т070190, ПАО «Тольяттиазот», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08716-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-08807-2021;28.04.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-28-6М3) технологический № 313/8, заводской № б/н, инвентарный № Т070190, ПАО «Тольяттиазот», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08807-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-10449-2021;26.05.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-28-6М3) технологический № 903Г/7, заводской № б/н, инвентарный № Т070199, ПАО «ТОАЗ», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-10449-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-10450-2021;26.05.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-28-6М3) технологический № 903Г/6, заводской № б/н, инвентарный № Т070199, ПАО «ТОАЗ», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-10450-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-10451-2021;26.05.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-28-6М3) технологический № 903Г/5, заводской № б/н, инвентарный № Т070199, ПАО «ТОАЗ», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-10451-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-10452-2021;26.05.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-28-6М3) технологический № 903В/6, заводской № б/н, инвентарный № Т070198, ПАО «ТОАЗ», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-10452-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-10456-2021;26.05.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-28-6М3) технологический № 903В/5, заводской № б/н, инвентарный № Т070198, ПАО «ТОАЗ», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-10456-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-10467-2021;27.05.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-28-6М3) технологический № 903В/4, заводской № б/н, инвентарный № Т070198, ПАО «ТОАЗ», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-10467-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-10470-2021;27.05.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-61-6М2) технологический № 103J-JCBMK2, заводской № б/н, инвентарный № Т070129, ПАО «ТОАЗ», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-10470-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-10472-2021;27.05.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-61-6М2) технологический № 103J-JCBMK1, заводской № б/н, инвентарный № Т070129, ПАО «Тольяттиазот», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-10472-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-10518-2021;27.05.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-61-6М2) технологический № 103J-JCAMK1, заводской № б/н, инвентарный № Т070129, ПАО «Тольяттиазот», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-10518-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-10530-2021;27.05.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-61-6М2) технологический № 103J-JCAMK2, заводской № б/н, инвентарный № Т070129, ПАО «ТОАЗ», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-10530-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-10535-2021;27.05.2021;6320004728;"АО ""ТОАЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ГАЦ-61-6М2) технологический № 103J-JCBMD, заводской № б/н, инвентарный № Т070129, ПАО «Тольяттиазот», Цех № 07А, агрегат № 7;ТУ;6316037760;"ООО ФИРМА ""САМАРАКОНТРОЛЬСЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-10535-2021;https://monitor-pb.ru/customer/6320004728
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-13670-2023;19.05.2023;6314006396;"АО ""КНПЗ""";вентилятор аппарата воздушного охлаждения (тип рабочего колеса: 5000-40) технологический индекс ХВ-301/2, зав. № 260/23093/16-2;ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-13670-2023;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-17164-2023;04.07.2023;6314006396;"АО ""КНПЗ""";вентилятор аппарата воздушного охлаждения (тип рабочего колеса: 5000-S40) технологический индекс ХВ-301/1, зав. № 260/23093/16-1;ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-17164-2023;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-28373-2023;17.10.2023;6314006396;"АО ""КНПЗ""";вентилятор аппарата воздушного охлаждения (тип рабочего колеса: 5000-S40) технологический индекс ХВ-301/4, зав. № 260/23093/16-4;ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-28373-2023;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-28375-2023;17.10.2023;6314006396;"АО ""КНПЗ""";вентилятор аппарата воздушного охлаждения (тип рабочего колеса: 5000-S40) технологический индекс ХВ-303/1, зав. № 260/23093/15-1;ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-28375-2023;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-28486-2023;18.10.2023;6314006396;"АО ""КНПЗ""";вентилятор аппарата воздушного охлаждения (тип рабочего колеса: 5000-S40) технологический индекс ХВ-303/2, зав. № 260/23093/15-2;ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-28486-2023;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-28491-2023;18.10.2023;6314006396;"АО ""КНПЗ""";вентилятор аппарата воздушного охлаждения (тип рабочего колеса: 5000-S40) технологический индекс ХВ-303/4, зав. № 260/23093/15-4;ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-28491-2023;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-28494-2023;18.10.2023;6314006396;"АО ""КНПЗ""";вентилятор аппарата воздушного охлаждения (тип рабочего колеса: 5000-S40) технологический индекс ХВ-303/3, зав. № 260/23093/15-3;ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-28494-2023;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-30384-2023;02.11.2023;6314006396;"АО ""КНПЗ""";вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ОВ-2.8-8) технологический индекс ХВ-7/1, зав. № 872-1;ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-30384-2023;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-30390-2023;02.11.2023;6314006396;"АО ""КНПЗ""";вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ОВ-2.8-8) технологический индекс ХВ-8/2, зав. № 872-2;ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-30390-2023;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-30952-2023;09.11.2023;6314006396;"АО ""КНПЗ""";вентилятор аппарата воздушного охлаждения (тип рабочего колеса: ОВ-2.8-8) технологический индекс ХВ-8/1, зав. № 873-1;ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-30952-2023;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-31776-2022;25.02.2022;6314006396;"АО ""КНПЗ""";вентилятор аппарата воздушного охлаждения(тип рабочего колеса: 6АВО 28-К) техн. № КВО-2, зав. №228-300установка Л-24/6 (2-Й ПОТОК), цех №1;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-31776-2022;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-05104-2017;07.04.2017;6314006396;"АО ""КНПЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса:ЦАГИ-УК-2М),техн. №ХВ-8/72, зав.№ 1273, цех №3, установка АВТ-4, АО «Куйбышевский НПЗ»;ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-05104-2017;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-05107-2017;07.04.2017;6314006396;"АО ""КНПЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса ЦАГИ-УК-2М), техн. № ХВ-7/70, зав. № 1360, цех № 3, установка АВТ-4, АО «Куйбышевский НПЗ»;ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-05107-2017;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-05566-2017;18.04.2017;6314006396;"АО ""КНПЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса ЦАГИ-УК-2М), техн. № ХВ-2/60, зав.№ 52975, цех № 3, установка АВТ-4, АО «Куйбышевский НПЗ»;ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-05566-2017;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-07503-2017;06.06.2017;6314006396;"АО ""КНПЗ""";Вентилятор аппарата воздушного охлаждения(тип рабочего колеса ЦАГИ-УК-2М), техн. № ХВ-2/62, зав.№52775, цех № 3, установка АВТ-4, АО «Куйбышевский НПЗ»;ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-07503-2017;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-12689-2017;25.08.2017;6314006396;"АО ""КНПЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса ЦАГИ-УК-2М), техн. № ХВ-18/69, зав.№ 1321, цех № 3, установка АВТ-4, АО «Куйбышевский НПЗ»;ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-12689-2017;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-31777-2022;25.02.2022;6314006396;"АО ""КНПЗ""";вентилятор аппарата воздушного охлаждения(тип рабочего колеса: «Торнадо» Т 50-6) техн. № ХВ-2А, зав. №51589 установка Л-24/6 (2-Й ПОТОК), цех №1;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-31777-2022;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;здание/сооружение;нет;не собирался;66-ЗС-07173-2017;02.08.2017;2446000322;"АО ""Красноярская ГЭС""";строительные конструкции причала разгрузки рабочих колес (Площадка мостового крана причала ГЭС, регистрационный № А66-00354-0004, Красноярский край, г. Дивногорск, Западный промышленный район, Нижний проезд, 37);ЗС;2463074525;"ООО ""ПРОМСТРОЙЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/66-%D0%97%D0%A1-07173-2017;https://monitor-pb.ru/customer/2446000322
рабочее колесо;нет;прочее;нет;не собирался;12-ТП-09970-2015;13.10.2015;3663002167;"АО ""ВОРОНЕЖСИНТЕЗКАУЧУК""";Цех ДК-5. Отделение ДК-5. Замена насосов Н-145б/1, 2 марки Х20/95-И-2Г на химические двухторцевые с открытым рабочим колесом в производстве СКД;ТП;7456009669;"ООО ""МЕТАМ""";соответствует;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%9F-09970-2015;https://monitor-pb.ru/customer/3663002167
рабочее колесо;нет;здание/сооружение;нет;не собирался;51-ТУ-35151-2022;24.03.2022;6314006396;"АО ""КНПЗ""";вентилятор градирни (тип рабочего колеса: ГАЦ-70-4ВГ) технологический индекс В-25/3, зав. № 859, цех №7, установка БОВ-2, градирня №25;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-35151-2022;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-06721-2017;23.05.2017;6314006396;"АО ""КНПЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса:ГАЦ-2.8-6), техн. № КВО-2, зав.№8067, цех № 1, установка Л-24/7, АО «Куйбышевский НПЗ»;ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06721-2017;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-07520-2017;06.06.2017;6314006396;"АО ""КНПЗ""";Вентилятор аппарата воздушного охлаждения(тип рабочего колеса ГАЦ-2.8-6), техн. № ХВ-10А, зав.№686, цех № 1, установка Л-24/7, АО «Куйбышевский НПЗ»;ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-07520-2017;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-17552-2017;16.10.2017;6314006396;"АО ""КНПЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса Торнадо Т 50-6), техн. № ХВ-2А, зав.№ 51589, цех № 1, установка Л-24/6 (2-й поток);ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-17552-2017;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-17599-2017;17.10.2017;6314006396;"АО ""КНПЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса 6АВО 28-К), техн. № КВО-2, зав.№ 228-300, цех № 1, установка Л-24/6 (2-й поток);ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-17599-2017;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;прочее;нет;не собирался;53-ТУ-17618-2017;17.10.2017;6314006396;"АО ""КНПЗ""";Вентилятор аппарата воздушного охлаждения (тип рабочего колеса 6АВО 28-К), техн. № КВО-1, зав.№ 228-299, цех № 1, установка Л-24/6 (2-й поток);ТУ;6315579093;"ООО ""ИЦ ""АЭ-СИСТЕМЫ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-17618-2017;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;здание/сооружение;нет;не собирался;53-ТУ-30756-2022;17.02.2022;6314006396;"АО ""КНПЗ""";вентилятор градирни (тип рабочего колеса: ГАЦ-70-4ВГ)технологический индекс В-25/2, зав. № 033,цех №7, установка БОВ-2, градирня №25;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-30756-2022;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;здание/сооружение;нет;не собирался;53-ТУ-30757-2022;17.02.2022;6314006396;"АО ""КНПЗ""";вентилятор градирни (тип рабочего колеса: ГАЦ-70-4ВГ)технологический индекс В-25/1, зав. № 456,цех №7, установка БОВ-2, градирня №25;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-30757-2022;https://monitor-pb.ru/customer/6314006396
рабочее колесо;нет;здание/сооружение;нет;не собирался;53-ТУ-31612-2022;24.02.2022;6314006396;"АО ""КНПЗ""";вентилятор градирни (тип рабочего колеса: ГАЦ-70-4ВГ)технологический индекс В-25/3, зав. № 859,цех №7, установка БОВ-2, градирня №25;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-31612-2022;https://monitor-pb.ru/customer/6314006396
