tip;nomer;produkt;izgotovitel;deklarant;status;strana;data;url;istochnik;data_sbora
Декларация;ЕАЭС N RU Д-RU.РА01.В.98614/22 ФСА ↗;оборудование компрессорное: центробежный газовый компрессор,;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАНСКИЙ ЗАВОД КОМПРЕССОРНОГО МАШИНОСТРОЕНИЯ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАНСКИЙ ЗАВОД КОМПРЕССОРНОГО МАШИНОСТРОЕНИЯ""";Действует;Российская Федерация;22.02.2022;›;https://vaskov.pro/sertifikaty/declaration/16554401;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-FI.МТ25.В.04946/22 ФСА ↗;Компоненты, поставляемые в качестве сменных (запасных) частей для послепродажного обслуживания транспортных средств марки SISU типа C категории N₃G, в соответствии с электронным каталогом Sisu Parts …;Oy Sisu Auto Ab;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СИСУ АУТО РУС""";Архивный;ФИНЛЯНДИЯ;18.02.2022;›;https://vaskov.pro/sertifikaty/certificate/3045210;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-FR.РА01.А.69230/22 ФСА ↗;Запасные части к промышленному холодильному оборудованию;CARRIER SCS;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЙ-ЭЙЧ-АЙ-КЕРРИЕР""";Архивный;Французская Республика;08.02.2022;›;https://vaskov.pro/sertifikaty/declaration/16520742;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.АД84.А.00216/22 ФСА ↗;Центробежный газовый компрессор;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАНСКИЙ ЗАВОД КОМПРЕССОРНОГО МАШИНОСТРОЕНИЯ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАНСКИЙ ЗАВОД КОМПРЕССОРНОГО МАШИНОСТРОЕНИЯ""";Прекращён;РОССИЯ;25.01.2022;›;https://vaskov.pro/sertifikaty/certificate/3032651;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-DE.РА01.В.18273/22 ФСА ↗;Оборудование компрессорное: Компрессор воздушный объемный канально-центробежный (с боковыми каналами) TM: «Wetravent Lufttechnik»;«Wetravent Lufttechnik»;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИТАГРО ГРУПП""";Архивный;Федеративная Республика Германия;18.01.2022;›;https://vaskov.pro/sertifikaty/declaration/16467238;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-RU.РА01.В.03240/22 ФСА ↗;Оборудование компрессорное: центробежный газовый компрессор,;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАНСКИЙ ЗАВОД КОМПРЕССОРНОГО МАШИНОСТРОЕНИЯ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАНСКИЙ ЗАВОД КОМПРЕССОРНОГО МАШИНОСТРОЕНИЯ""";Действует;Российская Федерация;12.01.2022;›;https://vaskov.pro/sertifikaty/declaration/16452865;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-RU.РА03.А.98047/21 ФСА ↗;Оборудование компрессорное:;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Архивный;Российская Федерация;28.12.2021;›;https://vaskov.pro/sertifikaty/declaration/16242548;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.АД07.А.03978/21 ФСА ↗;Компрессор центробежный ЦБК160-2,83/226-5714/32С;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Действует;РОССИЯ;09.12.2021;›;https://vaskov.pro/sertifikaty/certificate/3010012;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.АД07.А.03924/21 ФСА ↗;Компрессор центробежный;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Действует;РОССИЯ;26.11.2021;›;https://vaskov.pro/sertifikaty/certificate/3000727;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-RU.РА02.В.52706/21 ФСА ↗;Оборудование компрессорное: Центробежный газовый компрессор,;Акционерное общество «Казанский завод компрессорного машиностроения»;Акционерное общество «Казанский завод компрессорного машиностроения»;Действует;Российская Федерация;12.11.2021;›;https://vaskov.pro/sertifikaty/declaration/16290625;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-DE.РА02.В.23104/21 ФСА ↗;Оборудование технологическое для пивоваренной промышленности:;“JBT GmbH”;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МАКСИМИЛИАН ИНВЕСТ""";Архивный;Федеративная Республика Германия;01.11.2021;›;https://vaskov.pro/sertifikaty/declaration/16261300;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-RU.РА02.В.16992/21 ФСА ↗;Центробежный компрессор ТКV-324 поз. ТК-101;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННАЯ ФИРМА ""НЕВИНТЕРМАШ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННАЯ ФИРМА ""НЕВИНТЕРМАШ""";Действует;Российская Федерация;01.11.2021;›;https://vaskov.pro/sertifikaty/declaration/16256073;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-RU.РА01.В.45276/21 ФСА ↗;Оборудование компрессорное: Компрессор центробежный;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ИСКРА""";"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ИСКРА""";Действует;Российская Федерация;06.10.2021;›;https://vaskov.pro/sertifikaty/declaration/16185067;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.АД07.А.03805/21 ФСА ↗;Центробежный газовый компрессор;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАНСКИЙ ЗАВОД КОМПРЕССОРНОГО МАШИНОСТРОЕНИЯ""";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАНСКИЙ ЗАВОД КОМПРЕССОРНОГО МАШИНОСТРОЕНИЯ""";Действует;РОССИЯ;05.10.2021;›;https://vaskov.pro/sertifikaty/certificate/2972560;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-RU.РА01.А.19080/21 ФСА ↗;Оборудование компрессорное;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Архивный;Российская Федерация;22.07.2021;›;https://vaskov.pro/sertifikaty/declaration/15952105;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-RU.РА01.А.18658/21 ФСА ↗;Оборудование химическое;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖИНИРИНГОВЫЙ ХИМИКО-ТЕХНОЛОГИЧЕСКИЙ ЦЕНТР""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНЖИНИРИНГОВЫЙ ХИМИКО-ТЕХНОЛОГИЧЕСКИЙ ЦЕНТР""";Архивный;Российская Федерация;21.07.2021;›;https://vaskov.pro/sertifikaty/declaration/15951607;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Сертификат;ЕАЭС RU С-RU.АД07.А.03625/21 ФСА ↗;Компрессор центробежный;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Действует;РОССИЯ;19.07.2021;›;https://vaskov.pro/sertifikaty/certificate/2926491;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-DE.РА01.В.68829/21 ФСА ↗;Оборудование компрессорное: TM: Continental Industrie;Continental Industrie GmbH;"Общество с ограниченной ответственностью ""ЕвроСэл""";Архивный;Федеративная Республика Германия;01.07.2021;›;https://vaskov.pro/sertifikaty/declaration/15894694;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-RU.РА01.А.91520/21 ФСА ↗;Компрессор центробежный 285ЦБК-16/121-С с СПЧ-285-16/121-2,2-С, заводские номера 10989, 10990, 10991, 10992.;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НЕВСКИЙ ЗАВОД""";Архивный;Российская Федерация;26.05.2021;›;https://vaskov.pro/sertifikaty/declaration/15801925;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
Декларация;ЕАЭС N RU Д-CN.РА01.В.63775/21 ФСА ↗;Центробежный воздушный компрессор, модель P300, P400, P500, P600, Р600+, P700, A1, BH, CH, D, DH, EH;FS-Elliott (Shanghai) Machinery Co., Ltd;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛМИГ""";Архивный;Китайская Народная Республика;13.05.2021;›;https://vaskov.pro/sertifikaty/declaration/15771523;https://pub.fsa.gov.ru/rds/declaration (через зеркало vaskov.pro/sertifikaty, запрос product=центробежный компрессор);2026-07-29
