istochnik_fayl;stroka
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 128 | 42794299 | 46248 | 46290 | 15 | 50960.92 | 110/35/10 Томаровка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 129 | 42794335 | 46237 | 46421 | 15 | 88413.14 | 35/10 Прелестное
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 130 | 42794340 | 46239 | 46423 | 10 | 112286.53 | 35/10 Ровеньки
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 131 | 42794366 | 46245 | 46287 | 15 | 60040.25 | 110/10/10 Северная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 132 | 42794374 | 46239 | 46281 | 15 | 60040.25 | 110/10/10 Северная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 133 | 42794449 | 46237 | 46279 | 5 | 14388.44 | 110/35/10 Вейделевка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 134 | 42794455 | 46245 | 46429 | 8 | 57610.36 | 110/10/10 Северная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 135 | 42794477 | 46242 | 46283 | 15 | 15793.77 | 110/10/10 Северная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 136 | 42794511 | 46239 | 46281 | 15 | 15793.77 | 35/10 Шишино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 137 | 42794520 | 46239 | 46281 | 15 | 15793.77 | 35/10 Котово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 138 | 42794540 | 46254 | 46438 | 10 | 121365.86 | 35/10 Пятницкое
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 139 | 42794566 | 46237 | 46421 | 1 | 1052.92 | ПС 110/35/10кВ Сажное тяговая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 140 | 42794648 | 46260 | 46302 | 15 | 60040.25 | 35/10 Борисовка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 141 | 42794654 | 46240 | 46424 | 15 | 15793.77 | 110/10/10 Северная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 142 | 42794657 | 46244 | 46428 | 6 | 6317.51 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 143 | 42794669 | 46239 | 46281 | 7 | 45947.53 | 110/35/10 Ивня
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 144 | 42794712 | 46240 | 46282 | 7 | 7370.43 | 35/10 Верхопенье
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 145 | 42794715 | 46251 | 46293 | 15 | 60040.25 | 35/6 Западная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 146 | 42794748 | 46251 | 46293 | 15 | 60040.25 | 110/35/10 Скородное
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 147 | 42794839 | 46238 | 46280 | 5 | 45947.53 | 35/10 Красное
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 148 | 42794849 | 46241 | 46425 | 15 | 94087.72 | 35/10 Красное
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 149 | 42794859 | 46245 | 46429 | 40 | 79726.820000000007 | 35/10 Уточка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 150 | 42794894 | 46238 | 46280 | 15 | 60040.25 | 110/35/6 Журавлики
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 151 | 42794965 | 46245 | 46287 | 10 | 45947.53 | 35/10 Котово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 152 | 42794970 | 46244 | 46428 | 7 | 50409.07 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 153 | 42794973 | 46241 | 46283 | 15 | 50960.92 | 35/10 Таврово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 154 | 42795000 | 46241 | 46283 | 10 | 60040.25 | 110/10/10 Пушкарная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 155 | 42795099 | 46246 | 46430 | 136 | 79726.820000000007 | 110/6/6 Белгород
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 156 | 42795106 | 46247 | 46431 | 7 | 50409.07 | 35/10 Гостищево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 157 | 42795153 | 46241 | 46425 | 7 | 50409.07 | 330/110/35/10 Валуйки
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 158 | 42795155 | 46244 | 46428 | 15 | 82738.559999999998 | 35/10 Верхопенье
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 159 | 42795167 | 46241 | 46283 | 5.0999999999999996 | 45947.53 | 110/10/10 Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 160 | 42795208 | 46253 | 46375 | 5 | 14388.44 | 110/35/6 Рудник
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 161 | 42795214 | 46245 | 46429 | 12 | 50960.92 | 35/10 Поповка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 162 | 42795266 | 46241 | 46283 | 5.0999999999999996 | 36868.199999999997 | 110/10/10 Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 163 | 42795370 | 46244 | 46286 | 15 | 60040.25 | 110/10/10 Северная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 164 | 42795508 | 46244 | 46286 | 10 | 10529.18 | 110/10/10 Северная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 165 | 42795526 | 46241 | 46283 | 7 | 45947.53 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 166 | 42795641 | 46241 | 46283 | 7 | 45947.53 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 167 | 42795645 | 46238 | 46422 | 12 | 50960.92 | 35/10 Принцевка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 168 | 42795657 | 46245 | 46287 | 15 | 15793.77 | 35/10 Курасовка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 169 | 42795662 | 46245 | 46429 | 8 | 150833.5 | 110/10/10 Северная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 170 | 42795665 | 46247 | 46289 | 5 | 45947.53 | 110/10 Шеино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 171 | 42795669 | 46244 | 46428 | 7 | 50409.07 | 35/6 Федосеевка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 172 | 42795676 | 46245 | 46287 | 15 | 60040.25 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 173 | 42795681 | 46247 | 46289 | 15 | 60040.25 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 174 | 42795683 | 46242 | 46283 | 15 | 60040.25 | 110/10/10 Северная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 175 | 42795684 | 46248 | 46432 | 15 | 82738.559999999998 | 110/10 Шеино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 176 | 42795705 | 46241 | 46425 | 15 | 60040.25 | 35/10 Принцевка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 177 | 42795725 | 46245 | 46287 | 7 | 7370.43 | 110/10 Шеино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 178 | 42795740 | 46240 | 46282 | 7 | 45947.53 | 110/35/10 Оросительная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 179 | 42795746 | 46259 | 46443 | 10 | 72012.95 | 110/10/10 Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 180 | 42795748 | 46245 | 46287 | 15 | 15793.77 | 110/10 Шеино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 181 | 42795784 | 46247 | 46289 | 12 | 13655.99 | 35/10 Холодное
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 182 | 42795811 | 46244 | 46428 | 15 | 15793.77 | 110/10 Шеино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 183 | 42795843 | 46240 | 46282 | 10 | 10529.18 | 35/10 Иловка
