istochnik_fayl;stroka
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 200 | 42796156 | 46251 | 46293 | 5 | 36868.199999999997 | 110/10 Стройиндустрия
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 201 | 42796220 | 46260 | 46444 | 140 | 263970.73 | 110/35/10 Алексеевка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 202 | 42796226 | 46246 | 46288 | 10 | 50960.92 | 110/10/6 Казацкие Бугры
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 203 | 42796320 | 46241 | 46283 | 5 | 45947.53 | 110/10 Западная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 204 | 42796333 | 46245 | 46266 | 300 | 80459.27 | 110/6/6 Донец
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 205 | 42796342 | 46241 | 46425 | 5 | 36868.199999999997 | 35/10 Маслова Пристань
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 206 | 42796442 | 46247 | 46431 | 6 | 43207.77 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 207 | 42796445 | 46248 | 46432 | 15 | 108019.43 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 208 | 42796446 | 46247 | 46289 | 15 | 60040.25 | 110/10/10 Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 209 | 42796501 | 46248 | 46290 | 15 | 60040.25 | 110/10/10 Майская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 210 | 42796502 | 46248 | 46290 | 15 | 60040.25 | 35/10 Гостищево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 211 | 42796508 | 46246 | 46288 | 15 | 60040.25 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 212 | 42796510 | 46247 | 46289 | 6 | 43207.77 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 213 | 42796513 | 46247 | 46289 | 15 | 15793.77 | 110/10 Крапивенская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 214 | 42796527 | 46253 | 46295 | 15 | 50960.92 | 35/10 Беловское
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 215 | 42796530 | 46257 | 46297 | 6 | 43207.77 | 110/10 Крапивенская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 216 | 42796533 | 46248 | 46290 | 15 | 60040.25 | 110/6 Авторемзавод
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 217 | 42796555 | 46251 | 46435 | 15 | 88413.14 | 35/10 Гостищево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 218 | 42796567 | 46247 | 46289 | 5 | 5264.59 | 35/10 Подольхи
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 219 | 42796616 | 46251 | 46435 | 80 | 299454.44 | 110/6 Очистные
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 220 | 42796626 | 46245 | 46429 | 15 | 108019.43 | 35/10 Таврово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 221 | 42796634 | 46245 | 46287 | 8 | 60040.25 | 35/10 Шишино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 222 | 42796635 | 46248 | 46290 | 6 | 45947.53 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 223 | 42796637 | 46248 | 46432 | 6 | 79995 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 224 | 42796639 | 46247 | 46289 | 6 | 45947.53 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 225 | 42796641 | 46247 | 46431 | 8 | 77063.98 | 110/10/10 Майская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 226 | 42796642 | 46247 | 46431 | 8 | 77063.98 | 110/10/10 Майская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 227 | 42796663 | 46252 | 46294 | 10 | 60040.25 | 110/10/10 Пушкарная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 228 | 42796712 | 46244 | 46428 | 5.0999999999999996 | 68645.84 | 35/6 Федосеевка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 229 | 42796728 | 46244 | 46286 | 6 | 43207.77 | 110/10/10 Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 230 | 42796730 | 46248 | 46290 | 6 | 45947.53 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 231 | 42796733 | 46248 | 46290 | 6 | 45947.53 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 232 | 42796758 | 46242 | 46426 | 10 | 72012.95 | 35/10 Котово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 233 | 42796946 | 46253 | 46437 | 15 | 15793.77 | 110/10/10 Майская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 234 | 42796954 | 46246 | 46430 | 15 | 15793.77 | 110/10/10 Северная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 235 | 42796956 | 46247 | 46289 | 8 | 8423.34 | 35/10 Беловское
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 236 | 42796960 | 46251 | 46435 | 10 | 72012.95 | 110/10/10 Северная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 237 | 42797015 | 46241 | 46283 | 15 | 60040.25 | 35/10 Вислая Дубрава
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 238 | 42797034 | 46253 | 46295 | 10 | 50960.92 | 35/6 Привокзальная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 239 | 42797064 | 46248 | 46290 | 10 | 60040.25 | 35/10 Гостищево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 240 | 42797066 | 46247 | 46289 | 10 | 45947.53 | 35/6 Федосеевка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 241 | 42797071 | 46255 | 46297 | 12 | 50960.92 | 110/35/10 Томаровка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 242 | 42797085 | 46253 | 46437 | 15 | 15793.77 | 35/10 Гостищево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 243 | 42797087 | 46240 | 46424 | 15 | 108019.43 | 110/35/6 Журавлики
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 244 | 42797093 | 46240 | 46282 | 1 | 1052.92 | 35/6 Восточная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 245 | 42797122 | 46259 | 46301 | 7 | 45947.53 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 246 | 42797135 | 46258 | 46300 | 10 | 45947.53 | 35/6 Федосеевка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 247 | 42797173 | 46246 | 46430 | 5.0999999999999996 | 36868.199999999997 | 35/10 Котово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 248 | 42797192 | 46247 | 46289 | 8 | 60040.25 | 110/10/10 Северная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 249 | 42797233 | 46248 | 46290 | 5 | 60040.25 | 35/10 Головчино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 250 | 42797236 | 46258 | 46300 | 10 | 45947.53 | 35/6 Федосеевка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 251 | 42797270 | 46241 | 46283 | 1 | 1052.92 | 35/10 Бабровы Дворы
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 252 | 42797292 | 46244 | 46286 | 15 | 15793.77 | 110/10/10 Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 253 | 42797299 | 46254 | 46296 | 14 | 14740.85 | 110/35/10 Ракитное
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 254 | 42797307 | 46244 | 46366 | 20 | 60772.7 | 35/10 Иловка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 255 | 42797334 | 46241 | 46425 | 15 | 15793.77 | 110/10/6 Казацкие Бугры
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 256 | 42797349 | 46251 | 46293 | 8 | 60040.25 | 35/10 Гостищево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 257 | 42797356 | 46259 | 46301 | 8 | 60040.25 | 35/10 Гостищево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 258 | 42797391 | 46248 | 46290 | 15 | 15793.77 | 110/10/10 Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 259 | 42797401 | 46260 | 46302 | 6 | 43207.77 | 110/10 Крапивенская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 260 | 42797402 | 46252 | 46294 | 1 | 1052.92 | 110/35/10 Томаровка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 261 | 42797430 | 46253 | 46375 | 14 | 50960.92 | 110/10/6 Южная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 262 | 42797436 | 46248 | 46290 | 1 | 1052.92 | 35/10 Маслова Пристань
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 263 | 42797444 | 46253 | 46437 | 15 | 108019.43 | 110/10 Шеино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 264 | 42797487 | 46251 | 46293 | 1 | 1052.92 | 35/10 Яблоново
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 265 | 42797507 | 46253 | 46295 | 8 | 8423.34 | 110/35/10 Короча
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 266 | 42797567 | 46253 | 46295 | 8 | 57610.36 | 110/35/10 Короча
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 267 | 42797602 | 46253 | 46295 | 15 | 60040.25 | 110/35/10 Короча
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 268 | 42797621 | 46247 | 46289 | 15 | 60040.25 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 269 | 42797692 | 46248 | 46290 | 1 | 1052.92 | 35/10 Водохранилище
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 270 | 42797708 | 46260 | 46444 | 15 | 15793.77 | 110/35/10 Короча
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 271 | 42797819 | 46247 | 46289 | 14 | 45947.53 | 110/10/10 Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 272 | 42797856 | 46247 | 46289 | 8 | 60040.25 | 110/10/10 Северная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 273 | 42797857 | 46261 | 46303 | 6 | 50960.92 | 110/35/10 Александровка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 274 | 42797862 | 46248 | 46432 | 5.0999999999999996 | 5369.89 | 110/10/6 Казацкие Бугры
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 275 | 42797893 | 46246 | 46288 | 7.1 | 51129.2 | 110/10/10 Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 276 | 42797932 | 46248 | 46432 | 12 | 12635.02 | 110/35/10 Александровка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 277 | 42798024 | 46251 | 46293 | 10 | 10529.18 | 35/10 Гостищево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 278 | 42798025 | 46253 | 46295 | 1 | 1052.92 | 35/10 Котово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 279 | 42798061 | 46251 | 46293 | 1 | 1052.92 | 110/35/10 Архангельское
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 280 | 42798158 | 46258 | 46300 | 8 | 60040.25 | 110/6/6 Витаминный комбинат
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 281 | 42798163 | 46252 | 46294 | 8 | 57610.36 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 282 | 42798174 | 46251 | 46293 | 7 | 45947.53 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 283 | 42798181 | 46248 | 46290 | 5 | 60040.25 | 35/10 Колосково
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 284 | 42798206 | 46245 | 46287 | 1 | 1052.92 | 35/10 Казинка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 285 | 42798209 | 46244 | 46286 | 10 | 60040.25 | 110/35/10 Новый Оскол
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 286 | 42798211 | 46244 | 46286 | 10 | 60040.25 | 110/35/10 Новый Оскол
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 287 | 42798217 | 46246 | 46288 | 15 | 60040.25 | 110/35/10 Новый Оскол
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 288 | 42798313 | 46245 | 46287 | 58 | 14388.44 | 110/6/6 Химзавод
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 289 | 42798349 | 46249 | 46290 | 10 | 60040.25 | 110/10/10 Пушкарная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 290 | 42798369 | 46258 | 46300 | 10 | 45947.53 | 35/6 Федосеевка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 291 | 42798442 | 46247 | 46289 | 10 | 50960.92 | 110/35/10 Оросительная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 292 | 42798453 | 46249 | 46290 | 15 | 15793.77 | 110/6 Строитель
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 293 | 42798462 | 46253 | 46295 | 11 | 45947.53 | 110/10 Крапивенская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 294 | 42798506 | 46252 | 46294 | 15 | 60040.25 | 110/35/10 Короча
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 295 | 42798551 | 46248 | 46290 | 10 | 50960.92 | 330/110/35/10 Валуйки
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 296 | 42798603 | 46253 | 46295 | 15 | 60040.25 | 110/35/6 Журавлики
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 297 | 42798614 | 46247 | 46289 | 5 | 5264.59 | 110/35/6 Шебекино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 298 | 42798617 | 46251 | 46293 | 15 | 15793.77 | 35/6 Восточная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 299 | 42798675 | 46254 | 46296 | 15 | 15793.77 | 110/35/6 Восточная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 300 | 42798803 | 46253 | 46295 | 10 | 50960.92 | 110/10/10 Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 301 | 42798843 | 46258 | 46300 | 15 | 60040.25 | 35/10 Городище
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 302 | 42798868 | 46255 | 46439 | 15 | 15793.77 | 110/10/10 Пушкарная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 303 | 42798890 | 46248 | 46290 | 15 | 15793.77 | 110/10/10 Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 304 | 42798921 | 46259 | 46301 | 7 | 36868.199999999997 | 110/10 Крапивенская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 305 | 42798922 | 46259 | 46301 | 7 | 45947.53 | 110/10 Крапивенская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 306 | 42798923 | 46259 | 46301 | 7 | 45947.53 | 110/10 Крапивенская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 307 | 42798925 | 46259 | 46301 | 7 | 45947.53 | 110/10 Крапивенская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 308 | 42799084 | 46252 | 46436 | 5 | 36868.199999999997 | 35/10 Гостищево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 309 | 42799092 | 46253 | 46295 | 10 | 60040.25 | 110/10 Крапивенская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 310 | 42799121 | 46262 | 46384 | 38 | 145082.26999999999 | 110/10/10 Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 311 | 42799125 | 46255 | 46297 | 15 | 60040.25 | 110/35/6 Восточная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 312 | 42799144 | 46255 | 46297 | 15 | 60040.25 | 35/10 Казацкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 313 | 42799145 | 46254 | 46296 | 15 | 60040.25 | 110/10/10 Майская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 314 | 42799146 | 46258 | 46300 | 15 | 60040.25 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 315 | 42799179 | 46252 | 46294 | 5 | 36868.199999999997 | 110/10/6 Пищепром
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 316 | 42799186 | 46258 | 46300 | 15 | 60040.25 | 110/10/10 Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 317 | 42799196 | 46254 | 46296 | 15 | 60040.25 | 110/35/10 Стрелецкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 318 | 42799216 | 46253 | 46437 | 10 | 45947.53 | 110/10 Стройиндустрия
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 319 | 42799227 | 46258 | 46442 | 15 | 15793.77 | 110/10 Шеино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 320 | 42799258 | 46259 | 46301 | 15 | 60040.25 | 110/10 Шеино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 321 | 42799280 | 46252 | 46436 | 15 | 15793.77 | 110/10/10 Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 322 | 42799302 | 46255 | 46439 | 5.0999999999999996 | 68645.84 | 110/10/10 Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 323 | 42799334 | 46253 | 46437 | 7.1 | 51129.2 | 110/10/10 Пушкарная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 324 | 42799347 | 46262 | 46304 | 5 | 50960.92 | 35/6 Старый Оскол-2
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 325 | 42799419 | 46252 | 46374 | 10 | 10529.18 | 110/35/10 Чернянка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 326 | 42799482 | 46258 | 46442 | 28.5 | 13655.99 | 110/6/6 Донец
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 327 | 42799494 | 46254 | 46296 | 11.2 | 13655.99 | 35/10 Орлик
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 328 | 42799502 | 46265 | 46307 | 8.6999999999999993 | 13655.99 | 110/35/10 Красногвардейское
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 329 | 42799505 | 46265 | 46307 | 23.7 | 13655.99 | 35/10 Красное
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 330 | 42799520 | 46259 | 46301 | 15 | 15793.77 | 110/35/10 Красногвардейское
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 331 | 42799592 | 46261 | 46445 | 149 | 79726.820000000007 | 110/10 Крапивенская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 332 | 42799633 | 46258 | 46442 | 5 | 36868.199999999997 | 110/35/6 Восточная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 333 | 42799637 | 46255 | 46297 | 12 | 60040.25 | 110/10/10 Северная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 334 | 42799722 | 46254 | 46438 | 15 | 15793.77 | 110/10/10 Пушкарная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 335 | 42799798 | 46254 | 46438 | 15 | 68645.84 | 35/10 Казацкая
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 336 | 42799815 | 46258 | 46380 | 32 | 51693.37 | 110/35/10 Чернянка
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 337 | 42799823 | 46254 | 46296 | 15 | 15793.77 | 35/10 Котово
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 338 | 42799839 | 46254 | 46438 | 7 | 7370.43 | 110/10/10 Пушкарная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 339 | 42799843 | 46254 | 46275 | 40 | 173818.51 | 110/10 Шеино
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 340 | 42799867 | 46248 | 46432 | 15 | 60040.25 | 35/10 Прилепы
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 341 | 42799921 | 46253 | 46295 | 7 | 45947.53 | 110/10 Западная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 342 | 42799927 | 46256 | 46440 | 15 | 15793.77 | 110/10 Крапивенская
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 343 | 42799931 | 46258 | 46300 | 5 | 60040.25 | 35/10 Б. Плес
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 344 | 42799945 | 46255 | 46297 | 10 | 45947.53 | 110/10/10 Центральная
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 345 | 42799985 | 46254 | 46296 | 15 | 60040.25 | 35/10 Гостищево
MRSK_Centre_TP_01082026.xlsx;ПАО «Россети Центр»  | Белгородэнерго | Белгородская область | 346 | 42800016 | 46258 | 46300 | 10 | 10529.18 | 110/35/10 Стрелецкая
