list;god_ishodno;zakazchik;obekt;oborudovanie;god;strana;stroka
5_referentsii_energetika.pdf;2008;;ПС 330 кВ Лоухи;КРУ;2008;Россия;устройства (КРУ) Россия ПС 330 кВ Лоухи 1 к-т 2008 КРУ К-207ЭП Энергетика
5_referentsii_energetika.pdf;2008;;ПС №160А Волковская;КРУ;2008;Россия;устройства (КРУ) Россия ПС №160А Волковская 1 к-т 2008 КРУ К-207ЭП Энергетика
5_referentsii_energetika.pdf;2008;;ПС №160А Волковская;Шкафы РЗА;2008;Россия;Россия ПС №160А Волковская 1 к-т 2008 Шкафы РЗА Энергетика
5_referentsii_energetika.pdf;2008;;ПС 110/35/6кВ Родинская;КРУ;2008;Россия;устройства (КРУ) Россия ПС 110/35/6кВ Родинская 2 к-т 2008
5_referentsii_energetika.pdf;2008;;Блок очистных сооружений;ГРЩ, ЩО, щиты;2008;Россия;Россия Блок очистных сооружений 1 к-т 2008 ГРЩ, ЩО, щиты
5_referentsii_energetika.pdf;2008;;Блок очистных сооружений;ГРЩ, ЩО, щиты;2008;Россия;Россия Блок очистных сооружений 1 к-т 2008 ГРЩ, ЩО, щиты
5_referentsii_energetika.pdf;2008;;Блок очистных сооружений;КТП;2008;Россия;подстанции (КТП) Россия Блок очистных сооружений 1 к-т 2008 КТП Энергетика
5_referentsii_energetika.pdf;2008;;Блок очистных сооружений;КТП;2008;Россия;подстанции (КТП) Россия Блок очистных сооружений 1 к-т 2008 КТП Энергетика
5_referentsii_energetika.pdf;2009;Тюменьэнерго;;ММПС;2009;Россия;126 Модульная мобильная подстанция Россия Тюменьэнерго 1 к-т 2009 ММПС 110/10кВ
5_referentsii_energetika.pdf;2009;Нижновэнерго;;ММПС;2009;Россия;127 Модульная мобильная подстанция Россия Нижновэнерго 1 к-т 2009 ММПС 110/10кВ
5_referentsii_energetika.pdf;2009;;ПС Кирпичниково;КТП;2009;Россия;подстанции (КТП) Россия ПС Кирпичниково 1 к-т 2009 2КТПА-1000 кВА Энергетика
5_referentsii_energetika.pdf;2010;Ленэнерго;;ММПС;2010;Россия;129 Модульная мобильная подстанция Россия Ленэнерго 4 к-тов 2010 ММПС 110/10кВ
5_referentsii_energetika.pdf;2010;Лениградская АЭС;;ЩПТ;2010;Россия;130 Щит постоянного тока Россия Лениградская АЭС 1 к-т 2010 ЩПТ Атомная энергетика
5_referentsii_energetika.pdf;2010;НИАЭП;;МЩУ;2010;Россия;Россия НИАЭП 1 к-т 2010 МЩУ Атомная энергетика
5_referentsii_energetika.pdf;2010;Лениградская АЭС;;МЩУ;2010;Россия;Россия Лениградская АЭС 1 к-т 2010 МЩУ Атомная энергетика
5_referentsii_energetika.pdf;2011;Белоярская АЭС;;Блоки Б-21, Б-5;2011;Россия;Россия Белоярская АЭС 1 к-т 2011 Блоки Б-21, Б-5 Атомная энергетика
5_referentsii_energetika.pdf;2011;Белоярская АЭС;;БЭЗ;2011;Россия;Россия Белоярская АЭС 1 к-т 2011 БЭЗ Атомная энергетика
5_referentsii_energetika.pdf;2011;;Блок очистных сооружений;ГРЩ, ЩО, щиты;2011;Россия;Россия Блок очистных сооружений 1 к-т 2011 ГРЩ, ЩО, щиты
5_referentsii_energetika.pdf;2011;;Блок очистных сооружений;КТП;2011;Россия;подстанции (КТП) Россия Блок очистных сооружений 1 к-т 2011 КТП Энергетика
5_referentsii_energetika.pdf;2011;Смоленская АЭС;;Панель ПК;2011;Россия;Россия Смоленская АЭС 1 к-т 2011 Панель ПК Атомная энергетика
5_referentsii_energetika.pdf;2011;Смоленская АЭС;;Пульты ПРР-3;2011;Россия;Россия Смоленская АЭС 1 к-т 2011 Пульты ПРР-3 Атомная энергетика
5_referentsii_energetika.pdf;2011;;ПС Каменогорская;КРУ;2011;Россия;устройства (КРУ) Россия ПС Каменогорская 1 к-т 2011 КРУ в блок-
5_referentsii_energetika.pdf;2011;Белоярская АЭС;;РТЗО;2011;Россия;Россия Белоярская АЭС 1 к-т 2011 РТЗО Атомная энергетика
5_referentsii_energetika.pdf;2011;;АЭС Куданкулам;МЩУ;2011;Индия;Индия АЭС Куданкулам 1 к-т 2011 МЩУ Атомная энергетика
5_referentsii_energetika.pdf;2011;;АЭС Куданкулам;МЩУ;2011;Индия;Индия АЭС Куданкулам 1 к-т 2011 МЩУ Атомная энергетика
5_referentsii_energetika.pdf;2011;;АЭС Куданкулам;МЩУ;2011;Индия;Индия АЭС Куданкулам 1 к-т 2011 МЩУ Атомная энергетика
5_referentsii_energetika.pdf;2011;;Первомайская ТЭЦ-14;НКУ;2011;Россия;Россия Первомайская ТЭЦ-14 1 к-т 2011 НКУ Энергетика
5_referentsii_energetika.pdf;2011;;АЭС Куданкулам;МЩУ;2011;Индия;Индия АЭС Куданкулам 1 к-т 2011 МЩУ Атомная энергетика
5_referentsii_energetika.pdf;2011;;ПС Дунаевка;ЩСН;2011;Россия;Россия ПС Дунаевка 1 к-т 2011 ЩСН Атомная энергетика
5_referentsii_energetika.pdf;2011;Белоярская АЭС;;НКУ (Шкаф РТЗО);2011;Россия;Россия Белоярская АЭС 1 к-т 2011 НКУ (Шкаф РТЗО) Атомная энергетика
5_referentsii_energetika.pdf;2011;Белоярская АЭС;;НКУ (Блоки Б-21, Б-5);2011;Россия;Россия Белоярская АЭС 1 к-т 2011 НКУ (Блоки Б-21, Б-5) Атомная энергетика
5_referentsii_energetika.pdf;2011;Белоярская АЭС;;НКУ (БЭЗ);2011;Россия;Россия Белоярская АЭС 1 к-т 2011 НКУ (БЭЗ) Атомная энергетика
5_referentsii_energetika.pdf;2011;Смоленская АЭС;;НКУ (панель ПК, ПРР);2011;Россия;Россия Смоленская АЭС 1 к-т 2011 НКУ (панель ПК, ПРР) Атомная энергетика
5_referentsii_energetika.pdf;2011;Куданкулам АЭС;;МЩУ;2011;Индия;Индия Куданкулам АЭС 1 к-т 2011 МЩУ Атомная энергетика
5_referentsii_energetika.pdf;2012;Куданкулам АЭС;;НКУ (пульты, ШУ);2012;Индия;Индия Куданкулам АЭС 1 к-т 2012 НКУ (пульты, ШУ) Атомная энергетика
5_referentsii_energetika.pdf;2012;Балаковская АЭС;;ПМТ;2012;Россия;153 Полномасштабный тренажер Россия Балаковская АЭС 1 к-т 2012 ПМТ Атомная энергетика
5_referentsii_energetika.pdf;2012;Смоленская АЭС;;БЩУ;2012;Россия;Россия Смоленская АЭС 1 к-т 2012 БЩУ Атомная энергетика
5_referentsii_energetika.pdf;2012;Смоленская АЭС;;КРУСН;2012;Россия;устройства (КРУ) Россия Смоленская АЭС 1 к-т 2012 КРУСН Атомная энергетика
5_referentsii_energetika.pdf;2012;Смоленская АЭС;;ПМТ;2012;Россия;156 Полномасштабный тренажер Россия Смоленская АЭС 1 к-т 2012 ПМТ Атомная энергетика
5_referentsii_energetika.pdf;2012;ПС 220/110 кВ «Орская»;ПС 220/110 кВ «Орская»;КТП-ЭП-400/10,5/0,4-;2012;Россия;подстанции (КТП) Россия ПС 220/110 кВ «Орская» 1 к-т 2012 КТП-ЭП-400/10,5/0,4-
5_referentsii_energetika.pdf;2013;Нововоронежская АЭС;;Панели СВО;2013;Россия;Россия Нововоронежская АЭС 1 к-т 2013 Панели СВО Атомная энергетика
5_referentsii_energetika.pdf;2013;"ФГУП ""НИТИ им. А.П. Александрова""";;Односекционные;2013;Россия;"Россия ФГУП ""НИТИ им. А.П. Александрова"" 1 к-т 2013 Односекционные"
5_referentsii_energetika.pdf;2013;Белоярская АЭС;;НКУ (КЗ);2013;Россия;Россия Белоярская АЭС 32 шт 2013 НКУ (КЗ) Атомная энергетика
5_referentsii_energetika.pdf;2014;Белоярская АЭС;;НКУ (ШР);2014;Россия;Россия Белоярская АЭС 2 шк 2014 НКУ (ШР) Атомная энергетика
5_referentsii_energetika.pdf;2014;Белоярская АЭС;;НКУ (КЗ);2014;Россия;Россия Белоярская АЭС 6 шт 2014 НКУ (КЗ) Атомная энергетика
5_referentsii_energetika.pdf;2014;;;БКДЭС;2014;Россия;контейнере Россия Поставка ДЭС 15 к-тов 2014 БКДЭС мощностью 2
5_referentsii_energetika.pdf;2014;Ленинградская АЭС-2;;НКУ (Оборудование;2014;Россия;Россия Ленинградская АЭС-2 9 шк 2014 НКУ (Оборудование
5_referentsii_energetika.pdf;2014;Куданкулам АЭС;;ЗИП для;2014;Индия;Индия Куданкулам АЭС 1 к-т 2014 ЗИП для
5_referentsii_energetika.pdf;2015;Челябинская ГРЭС;;РУСН-0,4 кВ и два трас-;2015;Россия;Россия Челябинская ГРЭС 1 к-т 2015 РУСН-0,4 кВ и два трас-
5_referentsii_energetika.pdf;2015;Ленинградская АЭС-2;;НКУ (Оборудование;2015;Россия;Россия Ленинградская АЭС-2 7 шк 2015 НКУ (Оборудование
5_referentsii_energetika.pdf;2015;НПС-8;НПС-8;КРУ К-207ЭП;2015;Россия;устройства (КРУ) Россия НПС-8 1 к-т 2015 КРУ К-207ЭП Энергетика
5_referentsii_energetika.pdf;2015;Челябинская ГРЭС;;РУСН-0,4 кВ и два трас-;2015;Россия;Россия Челябинская ГРЭС 1 к-т 2015 РУСН-0,4 кВ и два трас-
5_referentsii_energetika.pdf;2015;НИТИ им. А.П. Александрова;;Шкафы НКУ;2015;Россия;Россия НИТИ им. А.П. Александрова 2 шк 2015 Шкафы НКУ Атомная энергетика
5_referentsii_energetika.pdf;2015;Орская ПС;Орская ПС;БКТП-250/35/0,4 кВ;2015;Россия;подстанции (КТП) Россия Орская ПС 1 к-т 2015 БКТП-250/35/0,4 кВ Энергетика
5_referentsii_energetika.pdf;2015;Нововоронежская АЭС;;ПР;2015;Россия;Россия Нововоронежская АЭС 3 шк 2015 ПР Атомная энергетика
5_referentsii_energetika.pdf;2015;Курская АЭС;;ШУКЛ;2015;Россия;Россия Курская АЭС 14 шк 2015 ШУКЛ Атомная энергетика
5_referentsii_energetika.pdf;2015;Промгазсервис;;БЭЗ;2015;Россия;Россия Промгазсервис 10 шт 2015 БЭЗ Энергетика
5_referentsii_energetika.pdf;2015;Белоярская АЭС;;Шкафы АВР;2015;Россия;Россия Белоярская АЭС 24 шк 2015 Шкафы АВР Атомная энергетика
5_referentsii_energetika.pdf;2015;Бушер АЭС;;Комплект ЗИП;2015;Иран;Иран Бушер АЭС 1 к-т 2015 Комплект ЗИП Атомная энергетика
5_referentsii_energetika.pdf;2015;Смоленская АЭС;;БЭС КСКУЗ и БЭС ПТК;2015;Россия;Россия Смоленская АЭС 107 шк 2015 БЭС КСКУЗ и БЭС ПТК
5_referentsii_energetika.pdf;2016;Ленинградская АЭС-2;;Оборудование КИП;2016;Россия;Россия Ленинградская АЭС-2 19 шк 2016 Оборудование КИП Атомная энергетика
5_referentsii_energetika.pdf;2016;Нововоронежская АЭС;;Шкафы АИИСКУЭ и;2016;Россия;Россия Нововоронежская АЭС 2шт 2016 Шкафы АИИСКУЭ и
5_referentsii_energetika.pdf;2016;Ленинградская АЭС-2;;СКУ ЭЧ;2016;Россия;Россия Ленинградская АЭС-2 19 шк 2016 СКУ ЭЧ Атомная энергетика
5_referentsii_energetika.pdf;2016;Курская АЭС;;Шкафы РЗА;2016;Россия;Россия Курская АЭС 56 шк 2016 Шкафы РЗА Атомная энергетика
5_referentsii_energetika.pdf;2016;Бушер АЭС;;Комплект ЗИП;2016;Иран;Иран Бушер АЭС 1 к-т 2016 Комплект ЗИП Атомная энергетика
5_referentsii_energetika.pdf;2016;Тяньваньская АЭС;;КЗ и кнопочные посты;2016;Китай;Китай Тяньваньская АЭС 1 к-т 2016 КЗ и кнопочные посты Атомная энергетика
5_referentsii_energetika.pdf;2016;Бушер АЭС;;ИПУ САОЗ;2016;Иран;Иран Бушер АЭС 2 шк 2016 ИПУ САОЗ Атомная энергетика
5_referentsii_energetika.pdf;2017;Ленинградская АЭС-2;;Шкафы;2017;;г. Сосновый Бор Ленинградская АЭС-2 5 2017 Шкафы Атомная энергетика
