list;stranica;zakazchik;god_min;god_max;hvost
1_referentsii_repkh_eksport_po_stranam.pdf;8;5 К-5500-42-1 Иран Арнамерх МЗ Арнамерх МЗ 1;1975;1975;1975 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;8;6 К-5500-42-1 Иран Исфаханский МЗ Исфаханский МЗ 2;1975;1975;1975 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;8;7 К-5500-42-1 Иран Исфаханский МЗ Исфаханский МЗ 1;1976;1976;1976 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;8;8 Н-6500-11-3 Иран Исфаханский МЗ Исфаханский МЗ 1;1969;1969;1969 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;8;9 Н-6500-11-4 Иран Исфаханский МЗ Исфаханский МЗ 1;1974;1974;1974 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;8;10 Н-7500-11-1 Иран Исфаханский МЗ Исфаханский МЗ 1;1969;1969;1969 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;8;11 Н-7500-11-3 Иран Исфаханский МЗ Исфаханский МЗ 1;1974;1974;1974 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;8;газовая компания 14;1969;1969;1969 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;8;газовая компания 5;1971;1971;1971 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;8;газовая компания 3;1970;1970;1970 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;8;"Иран ЗАО ""Атомстройэкспорт"" Бушер АЭС 1 к-т";2005;2005;2005 ЯТП, ЯВЗ, Я, ШР, ЯК,
1_referentsii_repkh_eksport_po_stranam.pdf;8;"Иран ЗАО ""Атомстройэкспорт"" Бушер АЭС 1 к-т";2015;2015;2015 Комплект ЗИП Атомная
1_referentsii_repkh_eksport_po_stranam.pdf;8;"Иранушер ЗАО ""Атомстройэкспорт"" Бушер АЭС 1 к-т";2016;2016;2016 Комплект ЗИП Атомная
1_referentsii_repkh_eksport_po_stranam.pdf;8;"Иран ЗАО ""Атомстройэкспорт"" Бушер АЭС 2 шк";2016;2016;2016 ИПУ САОЗ Атомная
1_referentsii_repkh_eksport_po_stranam.pdf;8;газовая компания 5;1970;1970;1970 10 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;9;газовая компания 11;1972;1972;1972 10 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;9;1 Паровая турбина АКВ-12-5 Иран Исфаханский МЗ Исфаханский МЗ 4;1969;1969;1969 12 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;9;2 Паровая турбина АКВ-18-2 Иран Арнамерх МЗ Арнамерх МЗ 1;1975;1975;1975 18 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;9;3 Паровая турбина АКВ-18-2 Иран Исфаханский МЗ Исфаханский МЗ 1;1976;1976;1976 18 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;9;"Ирак ТЭС ""Юсифия"" ТЭС ""Юсифия"" 1 к-т";2005;2005;2005 ПС Энергетика
1_referentsii_repkh_eksport_po_stranam.pdf;9;цинковый комбинат 1;1951;1951;1951 6 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;9;цинковый комбинат 1;1953;1953;1953 6 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;9;3 Паровая турбина АТ-6 Казахстан Экибастузская ТЭЦ Экибастузская ТЭЦ 2;1954;1954;1954 6 Энергетика
1_referentsii_repkh_eksport_po_stranam.pdf;9;мясокомбинат 1;1954;1954;1954 6 Энергетика
1_referentsii_repkh_eksport_po_stranam.pdf;9;5 Паровая турбина АП-6-2 Казахстан Акмолинский завод Акмолинский завод 1;1955;1955;1955 6 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;9;6 Паровая турбина АП-6-2 Казахстан Атасуйское РУ Атасуйское РУ 1;1956;1956;1956 6 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;9;7 Паровая турбина АТ-6 Казахстан Экибастузская ТЭЦ Экибастузская ТЭЦ 1;1956;1956;1956 6 Энергетика
1_referentsii_repkh_eksport_po_stranam.pdf;9;8 Паровая турбина АК-6-1 Казахстан Кульсаринская ЦЭС Кульсаринская ЦЭС 1;1957;1957;1957 6 Энергетика
1_referentsii_repkh_eksport_po_stranam.pdf;9;9 Паровая турбина АКВ-18-1 Казахстан Карагандинский МЗ Карагандинский МЗ 1;1958;1958;1958 18 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;9;10 Паровая турбина АТ-6 Казахстан Атасуйское РУ Атасуйское РУ 1;1958;1958;1958 6 Энергетика
1_referentsii_repkh_eksport_po_stranam.pdf;9;11 Паровая турбина АКВ-18-1 Казахстан Карагандинский МЗ Карагандинский МЗ 1;1959;1959;1959 18 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;9;12 Паровая турбина ВКВ-18-1 Казахстан Карагандинский МЗ Карагандинский МЗ 1;1961;1961;1961 18 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;9;13 Паровая турбина АКВ-18-3 Казахстан Карагандинский МЗ Карагандинский МЗ 2;1968;1968;1968 18 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;9;14 Паровая турбина ВКВ-22-2 Казахстан Карагандинский МЗ Карагандинский МЗ 1;1968;1968;1968 22 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;10;15 Паровая турбина ВКВ-22-1 Казахстан Карагандинский МЗ Карагандинский МЗ 1;1971;1971;1971 22 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;10;16 Паровая турбина ВКВ-22-1 Казахстан Карагандинский МЗ Карагандинский МЗ 1;1972;1972;1972 20 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;10;17 Газовая турбина ГТК-10-2 Казахстан Казахгаз Кульсары 3;1973;1973;1973 10 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;10;18 Газовая турбина ГТК-10-2 Казахстан Казахгаз Макат 3;1973;1973;1973 10 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;10;19 Газовая турбина ГТК-10-2 Казахстан Казахгаз Индер 4;1973;1973;1973 10 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;10;20 Газовая турбина ГТК-10-2 Казахстан Казахгаз Опорная 2;1973;1973;1973 10 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;10;21 Газовая турбина ГТК-10-4 Казахстан Казахгаз Узень 3;1973;1973;1973 10 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;10;22 Газовая турбина ГТК-10-4 Казахстан Казахгаз Кысык-Камыс 5;1974;1974;1974 10 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;10;23 Газовая турбина ГТК-10-4 Казахстан Казахгаз Бейнеу 1;1974;1974;1974 10 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;10;24 Газовая турбина ГТК-10-4 Казахстан Казахгаз Опорная 2;1975;1975;1975 10 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;10;25 Газовая турбина ГТК-10-4 Казахстан Казахгаз Кульсары 2;1978;1978;1978 10 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;10;26 Газовая турбина ГТК-10-4 Казахстан Казахгаз Кысык-Камыс 1;1984;1984;1984 10 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;10;27 Газовая турбина ГТК-10-4 Казахстан Казахгаз Опорная 1;1984;1984;1984 10 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;10;28 Газовая турбина ГТК-10-4 Казахстан Казахгаз Кульсары 1;1984;1984;1984 10 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;10;29 Газовая турбина ГТК-10-4 Казахстан Казахгаз Индер 2;1984;1984;1984 10 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;10;30 Газовая турбина ГТК-10-4 Казахстан Казахгаз Бейнеу 1;1988;1988;1988 10 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;10;31 Газовая турбина ГТНР-11 Казахстан Казахгаз Кульсары 1;1989;1989;1989 10 Газовая
1_referentsii_repkh_eksport_po_stranam.pdf;10;32 Паровая турбина К-22-90-2 Казахстан Карагандинский МЗ Карагандинский МЗ 2;1991;1991;1991 22 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;10;33 Паровая турбина К-22-90-2М Казахстан Карагандинский МЗ Карагандинский МЗ 2;1992;1992;1992 22 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;10;2 Н-680 Казахстан Балхашский ГМК Балхашский ГМК 1;1950;1950;1950 не менее 0.2 680 1 0,2157463 0,095320638 Электродвигатель Металлургия воздух
1_referentsii_repkh_eksport_po_stranam.pdf;10;свинцово-цинковый 1;1955;1955;1955 3,5 500 1 0,8825985 0,0981 Электродвигатель Химическая воздух
1_referentsii_repkh_eksport_po_stranam.pdf;10;5 Н-360-22-2 Казахстан Карагандинский МЗ Карагандинский МЗ 3;1957;1957;1957 не менее 0.4 230 1 0,17 0,10 Электродвигатель Металлургия воздух
1_referentsii_repkh_eksport_po_stranam.pdf;10;комбинат 1;1957;1957;1957 не менее 0.7 280 1 0,2353596 0,098 Электродвигатель Металлургия воздух
1_referentsii_repkh_eksport_po_stranam.pdf;10;7 К-4250-41-1 Казахстан Карагандинский МЗ Карагандинский МЗ 1;1958;1958;1958 18 4240 2 0,40 0,10 Паровая турбина Металлургия воздух
1_referentsii_repkh_eksport_po_stranam.pdf;10;8 К-4250-41-1 Казахстан Карагандинский МЗ Карагандинский МЗ 1;1959;1959;1959 18 4240 2 0,4 0,098 Паровая турбина Металлургия воздух
1_referentsii_repkh_eksport_po_stranam.pdf;10;10 К-500-61-1 Казахстан Джезказганский ГМК Джезказганский ГМК 1;1960;1960;1960 3,15 525 3 0,9 0,098 Электродвигатель Металлургия воздух
1_referentsii_repkh_eksport_po_stranam.pdf;10;11 Н-920-33-3 Казахстан Балхашский ГМК Балхашский ГМК 1;1960;1960;1960 3,5 920 1 0,32 0,10 Электродвигатель Металлургия воздух
1_referentsii_repkh_eksport_po_stranam.pdf;11;12 К-4250-41-2 Казахстан Карагандинский МЗ Карагандинский МЗ 2;1961;1961;1961 18 4240 2 0,4 0,098 Паровая турбина Металлургия воздух
1_referentsii_repkh_eksport_po_stranam.pdf;11;завод 3;1962;1962;1962 3,15 525 3 0,9 0,098 Электродвигатель Металлургия воздух
1_referentsii_repkh_eksport_po_stranam.pdf;11;цинк.комбинат 1;1962;1962;1962 не менее 0.7 280 1 0,2353596 0,098 Электродвигатель Металлургия воздух
1_referentsii_repkh_eksport_po_stranam.pdf;11;18 Н-360-22-1 Казахстан Карагандинский МЗ Карагандинский МЗ 1;1963;1963;1963 не менее 0.7 280 1 0,2353596 0,098 Электродвигатель Металлургия воздух
1_referentsii_repkh_eksport_po_stranam.pdf;11;19 К-500-61-2 Казахстан Балхашский ГМК Балхашский ГМК 1;1964;1964;1964 3,15 510 3 0,75 0,10 Электродвигатель Металлургия воздух
1_referentsii_repkh_eksport_po_stranam.pdf;11;цинковый комбинат 1;1964;1964;1964 3,15 510 3 0,75 0,097 Электродвигатель Металлургия воздух
1_referentsii_repkh_eksport_po_stranam.pdf;11;21 Н-6500-11-1 Казахстан Карагандинский МЗ Карагандинский МЗ 1;1964;1964;1964 1,6 6500 1 0,10 0,09 Электродвигатель Металлургия дымовой газ
1_referentsii_repkh_eksport_po_stranam.pdf;11;завод 1;1964;1964;1964 3,15 525 3 0,9 0,098 Электродвигатель Металлургия воздух
1_referentsii_repkh_eksport_po_stranam.pdf;11;23 Н-200-11-1 Казахстан Балхашский ГМК Балхашский ГМК 1;1965;1965;1965 0,1 200 1 0,11 0,09 Электродвигатель Металлургия сернистый газ
1_referentsii_repkh_eksport_po_stranam.pdf;11;цинковый комбинат 2;1965;1965;1965 0,1 200 1 0,10684384 0,09414384 Электродвигатель Металлургия сернистый газ
1_referentsii_repkh_eksport_po_stranam.pdf;11;26 Н-587 Казахстан Прикаспийский ГМК Прикаспийский ГМК 2;1967;1967;1967 Металлургия
1_referentsii_repkh_eksport_po_stranam.pdf;11;28 Н-540-41-1 Казахстан Прикаспийский ГМК Прикаспийский ГМК 4;1968;1968;1968 1,6 540 1 0,4116 0,095 Электродвигатель Химическая нитрозный газ
1_referentsii_repkh_eksport_po_stranam.pdf;11;29 Н-540-41-1 Казахстан Прикаспийский ГМК Прикаспийский ГМК 4;1968;1968;1968 1,6 540 1 0,41 0,10 Электродвигатель Химическая нитрозный газ
1_referentsii_repkh_eksport_po_stranam.pdf;11;30 Н-7500-11-2 Казахстан Карагандинский МЗ Карагандинский МЗ 2;1968;1968;1968 2,5 7500 1 0,102969825 0,091201845 Электродвигатель Металлургия воздух
1_referentsii_repkh_eksport_po_stranam.pdf;11;31 К-3000-61-1 Казахстан Карагандинский МЗ Карагандинский МЗ 2;1968;1968;1968 20,5 3200 3 0,65 0,10 Паровая турбина Металлургия воздух
