seriya;princip;vid;vstrech;innov;ssylok;ssylki;citata
Ц-16;центробежный;ГПА;41;8;33;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-12805-2023 | https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-04151-2023 | https://monitor-pb.ru/conclusion/57-%D0%97%D0%A1-06190-2024;17 заключение ЭПБ № 48-ТУ-25295-2017 «Корпус центробежного нагнетателя НЦ-16-76» зав. № 76, ст. № 4, инв. № 142987, ГПА-Ц-16 № 4, КЦ-3 https://monitor-pb.ru/conclusion/48-%D0%A2%D0
ТГ-150-1,12;центробежный;компрессор;40;3;40;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-289206-2023 | https://monitor-pb.ru/conclusion/16-%D0%A2%D0%A3-92266-2025 | https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-288852-2023;2706 1003018230 покупает центробежная 17.02.2026 процедура 5922925 Колесо рабочее турбокомпрессора газового ТГ-150-1,12 https://zakupki.mos.ru/need/5922925 Портал поставщиков Москв
К-1290-121-1;центробежный;компрессор;40;4;11;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-12036-2016 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-17994-2019 | https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-06793-2023;9358 3627000397 есть К-1290-121-1 центробежная среда не названа 30.01.2014 заключение ЭПБ № 12-ТУ-00229-2014 Воздущный центробежный компрессор К-1290-121
К250-61-2;центробежный;компрессор;39;8;13;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-02871-2024 | https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-06091-2015 | https://etpgpb.ru/procedure/tender/etp/286664-okazanie-uslug-po-kapitalnomu-remontu-tsentrobezhnogo-kompressora-k250-61-2-dlya-nuzhd-op-ooo-mechel-energo-v-g-izhevsk/;4460 1651000010 есть К 250-61-2 | М-902/4, центробежная среда не названа 27.11.2019 заключение ЭПБ № 43-ТУ-18963-2019 Центробежный компрессор марки К 2
ЦК-2;центробежный;компрессор;38;8;23;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-09474-2020 | https://monitor-pb.ru/conclusion/35-%D0%A2%D0%9F-14891-2022 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-48482-2022;08.2021 заключение ЭПБ № 41-ТП-38003-2021 «Установка 1А/1М. Замена приборов осевого сдвига ротора на компрессорах ЦК-1, ЦК-2» Газокаталитическое производство Филиал ПАО АНК «Башнеф
К1;центробежный;компрессор;37;12;30;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-11028-2014 | https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-10165-2024 | https://monitor-pb.ru/conclusion/25-%D0%A2%D0%A3-00633-2019;ПБ № 41-ТУ-13552-2017 Трубопровод "Линия 21/231 от линии 280/201 до линии 21/203 линия 21/303 от Н-311 А,В до линии 21/К1 линия 21/301 от уровнемеров К-310 до линии 21/303 линия 21
К-901;центробежный;компрессор;37;1;14;https://monitor-pb.ru/conclusion/14-%D0%A2%D0%A3-11721-2024 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-11307-2017 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-11305-2017;17911 6320004728 есть К-901 центробежная среда не названа 09.08.2017 заключение ЭПБ № 53-ТУ-11305-2017 «Центробежный компрессор КВД тип 3М7 (компре
ТВ80-1,2;центробежный;воздуходувка;36;2;11;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-06420-2017 | https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-06421-2017 | https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-06411-2017;3287 1103047637 планировал ТВ 80-1,2 центробежная 02.2026 план 2250843916 позиция 11, сумма 210 348,04 ₽ Поставка материалов для установки турбокомпрессора 
ТВ-175;центробежный;компрессор;36;1;9;https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-19055-2022 | https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-01788-2017 | https://monitor-pb.ru/conclusion/07-%D0%A2%D0%A3-01707-2015;12068 4633001577 есть ТВ-175 центробежная среда не названа 04.03.2017 заключение ЭПБ № 07-ТУ-01788-2017 Турбокомпрессор ТВ-175, техн. № 40, инв. № 4
К250-61-1;центробежный;компрессор;36;7;16;https://www.tender.pro/api/tender/217984/view_public | https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-15377-2016 | https://www.tender.pro/api/tender/720674/view_public;12296 4715030610 покупает К250-61-1 центробежная по серии 25.09.2015 тендер 217984 Закупка редуктора и передачи к компрессору К250-61-1 на октябрь 2015г дл
К-602;центробежный;компрессор;36;1;13;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-03514-2015 | https://monitor-pb.ru/conclusion/14-%D0%A2%D0%A3-11724-2024 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-15395-2020;17914 6320004728 есть 3М-10-8 | К-602 центробежная среда не названа 09.08.2017 заключение ЭПБ № 53-ТУ-11310-2017 «Центробежный компрессор КВД тип 3М-10-8 (ко
К-540-41-1;центробежный;компрессор;36;1;18;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-05230-2019 | https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-03099-2023 | https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-20531-2022;21759 7116000066 покупает К-540-41-1, центробежная по серии 14.05.2007 тендер 31209 закупка муфт для компрессора К-540-41-1, ОАО НАК https://www.tender.pro/
К380-103-1;центробежный;компрессор;36;1;18;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-08668-2021 | https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-19538-2021 | https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-35323-2021;30687 8608048498 есть К 380-103-1, | КЦ 101/5 центробежная по серии среда не названа 13.03.2018 заключение ЭПБ № 58-ТУ-09500-2018 компрессор К 380-103-1,
К-350-62-1;центробежный;компрессор;34;2;17;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-02879-2017 | https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-00826-2020 | https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-37950-2025;1046 0268008010 есть К-350-62-1 центробежная по серии среда не названа 13.07.2021 заключение ЭПБ № 41-ТУ-34008-2021 Компрессор типа К-350-62-1 поз. 2/1
К-201;центробежный;компрессор;34;10;23;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-61325-2019 | https://monitor-pb.ru/conclusion/61-%D0%97%D0%A1-27876-2020 | https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-01590-2015;1836 0274051582 есть К-201 | В-210 | Л-35-11/1000 не установлен среда не названа 16.04.2018 заключение ЭПБ № 41-ТУ-15521-2018 Сепаратор на приеме 
ТВ-500;центробежный;воздуходувка;34;2;9;https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-337985-2025 | https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-17713-2023 | https://monitor-pb.ru/conclusion/63-%D0%A2%D0%A3-348415-2025;37188 6320005915 есть ТВ-500 | В-11/2, центробежная, вид по слову воздух 06.10.2025 заключение ЭПБ № 63-ТУ-337985-2025 Воздуходувка ТВ-500 тех. № В-
К500-61-5;центробежный;компрессор;32;2;8;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-36897-2023 | https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-33068-2024 | https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-03337-2017;4921 1658087524 есть К500-61-5, | П-4/2, центробежная среда не названа 25.05.2023 заключение ЭПБ № 41-ТУ-36897-2023 Центробежный компрессор марки К500
К-525-61-1;центробежный;компрессор;32;1;8;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-18665-2024 | https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-18663-2024 | https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-06700-2018;6587 2457061937 есть К-525-61-1 центробежная среда не названа 03.07.2024 заключение ЭПБ № 01-ТУ-18663-2024 Заключение № ННР/041-2024-02 экспертизы пром
ТВ300-1,6;центробежный;компрессор;32;6;13;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=674c1a50-919d-43fd-8493-6f05e0220c68_5d4e09d6-4037-4c68-bbca-eee971091a7b&infoGuid=674c1a50-919d-43fd-8493-6f05e0220c68 | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=dc0d5f87-b3bd-4f0a-b961-3db2531c6ca5_47855460-0f52-429b-8258-2efb1b995cec&infoGuid=dc0d5f87-b3bd-4f0a-b961-3db2531c6ca5 | https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-47918-2022;8035 3123460476 планировал ТВ 300-1,6 центробежная 05.2023 план 2220642961 позиция 93, сумма 795 000,00 ₽ «ВЫПОЛНЕНИЕ КАПИТАЛЬНОГО РЕМОНТА ТУРБОКОМПРЕССОРА Т
ВК-1;центробежный;компрессор;31;8;19;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-08056-2014 | https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-50649-2017 | https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-03389-2025;ановлен газ или иная среда 02.03.2023 заключение ЭПБ № 38-ЗС-03604-2023 Сооружение – Металлическая вентиляционная труба ВК-1,ВК-2, применяемый на азотно-кислородной станции 2 очере
К-250-61;центробежный;компрессор;31;7;13;https://www.tender.pro/api/tender/661380/view_public | https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-11086-2014 | https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-12635-2023;2678 0909000840 покупает К-250-61 центробежная 17.11.2022 процедура 4268994 Техническое обслуживание и ремонт турбокомпрессора К-250-61 https://zakupki.m
К1500-62-2;центробежный;компрессор;31;5;12;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-50786-2023 | https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-04492-2014 | https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-01237-2017;11924 4253042369 есть К1500-62-2 центробежная воздух 25.01.2023 заключение ЭПБ № 68-ТУ-50786-2023 ЗАКЛЮЧЕНИЕ № 052М/2023-ТУ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗО
К-345;центробежный;генератор азота/кислорода;31;4;10;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-14070-2020 | https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-05194-2015 | https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-10225-2018;12535 4823006703 есть К-345 объект — трубопровод или сооружение, машина лишь упомянута газ или иная среда 10.11.2020 заключение ЭПБ № 13-ТУ-14115-2
ВП-50/8;винтовой;компрессор;30;6;14;https://www.tender.pro/api/tender/331810/view_public | https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-22530-2014 | https://monitor-pb.ru/conclusion/41-%D0%97%D0%A1-15775-2019;359 0266008329 есть ВП-50/8 | 5ВП42 объект — трубопровод или сооружение, машина лишь упомянута среда не названа 25.07.2016 заключение ЭПБ № 41-ТУ-2
К-400-51-1;центробежный;компрессор;30;2;8;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-29687-2021 | https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-05850-2015 | https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-13028-2017;1537 0268036071 есть К-400-51-1 центробежная среда не названа 19.04.2022 заключение ЭПБ № 41-ТУ-24686-2022 Турбокомпрессор центробежный К-400-51-1 поз.
К-60-82-1;центробежный;компрессор;30;1;10;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-04192-2021 | https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-318942-2023 | https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-20664-2018;4734 1658008723 есть К-60-82-1, | В-403А | В-403Б центробежная среда не названа 10.12.2015 заключение ЭПБ № 43-ТУ-13713-2015 Центробежные компрессоры 
ТВ-80-1.4;центробежный;воздуходувка;30;4;15;https://www.tender.pro/api/tender/422438/view_public | https://www.tender.pro/api/tender/398753/view_public | https://www.tender.pro/api/tender/391925/view_public;8115 3304000103 планировал ТВ-80-1.4 центробежная 02.2023 план 2220659670 позиция 18, сумма 570 000,00 ₽ Капитальный ремонт турбокомпрессора ТВ-80-1.4 https
ТВ-350-1-1,06;центробежный;воздуходувка;30;1;9;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-12008-2021 | https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-00073-2015 | https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-07214-2017;10281 3801009466 есть ТВ-350-1-1,06, центробежная воздух 25.11.2025 заключение ЭПБ № 38-ТУ-492669-2025 Турбовоздуходувка ТВ-350-1-1,06, поз. ТВ-2, зав. № 1
ГПА-2025;не установлен;ГПА;30;2;15;https://monitor-pb.ru/conclusion/6-%D0%97%D0%A1-509236-2025 | https://monitor-pb.ru/conclusion/89-%D0%97%D0%A1-489403-2025 | https://monitor-pb.ru/conclusion/6-%D0%97%D0%A1-509234-2025;28805 7805018099 есть ЗЭ-3229-ГПА-2025 объект — трубопровод или сооружение, машина лишь упомянута газ 30.04.2026 заключение ЭПБ № 78-ЗС-812235-2026 ЗАКЛЮЧЕНИЕ
К-4;центробежный;компрессор;29;11;25;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-00799-2018 | https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-02058-2014 | https://monitor-pb.ru/conclusion/2-%D0%A2%D0%A3-706297-2026;на 03.12.2024 заключение ЭПБ № 41-ЗС-80302-2024 340/557/23-Новойл сооружения: технологический трубопровод «Выкид Н-24 в К-4 и трубопровод нефтеловушки» рег.№ 81, «Площадка топливно
ТВ175-1,6;центробежный;компрессор;29;8;12;https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=bdd4c0f9-4270-40ce-a39e-da5439d13dad_2e6ababa-6274-4bf9-af86-2cfa21877625&infoGuid=bdd4c0f9-4270-40ce-a39e-da5439d13dad | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=acd04744-c906-47a9-8b7f-e314559aa455_1e8567e7-a3f4-441d-ab88-652dbfcc8ab0&infoGuid=acd04744-c906-47a9-8b7f-e314559aa455 | https://zakupki.gov.ru/epz/orderplan/tru-plan/card/common-info.html?guid=2790c75d-62d4-4f8d-8c3c-77c4bf67f115_4d4be63f-5a82-4863-9f9f-2078aa80b191&infoGuid=2790c75d-62d4-4f8d-8c3c-77c4bf67f115;6235 2364017910 планировал ТВ175-1,6 центробежная воздух 07.2025 план 2240784048 позиция 38, сумма 1 484 040,00 ₽ Услуги по капитальному ремонту турбокомпре
